,MVT_GT_New Orleans LA
03/01/2015 00:00:00,87
08/01/2016 00:00:00,100
11/01/2016 00:00:00,49
02/01/2017 00:00:00,41
04/01/2017 00:00:00,42
05/01/2017 00:00:00,52
06/01/2017 00:00:00,50
10/01/2017 00:00:00,47
11/01/2017 00:00:00,55
12/01/2017 00:00:00,56
02/01/2018 00:00:00,50
04/01/2018 00:00:00,50
07/01/2018 00:00:00,78
08/01/2018 00:00:00,45
09/01/2018 00:00:00,39
11/01/2018 00:00:00,52
12/01/2018 00:00:00,65
01/01/2019 00:00:00,38
06/01/2019 00:00:00,65
07/01/2019 00:00:00,46
09/01/2019 00:00:00,54
11/01/2019 00:00:00,46
12/01/2019 00:00:00,54
01/01/2020 00:00:00,62
02/01/2020 00:00:00,55
03/01/2020 00:00:00,40
04/01/2020 00:00:00,53
06/01/2020 00:00:00,37
08/01/2020 00:00:00,35
09/01/2020 00:00:00,56
10/01/2020 00:00:00,53
11/01/2020 00:00:00,54
12/01/2020 00:00:00,50
01/01/2021 00:00:00,40
03/01/2021 00:00:00,59
04/01/2021 00:00:00,51
10/01/2021 00:00:00,50
12/01/2021 00:00:00,45
01/01/2022 00:00:00,64
02/01/2022 00:00:00,77
03/01/2022 00:00:00,46
04/01/2022 00:00:00,70
07/01/2022 00:00:00,64
08/01/2022 00:00:00,58
09/01/2022 00:00:00,42
11/01/2022 00:00:00,80
12/01/2022 00:00:00,44
