,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,54
04/01/2015 00:00:00,66
01/01/2016 00:00:00,37
03/01/2016 00:00:00,72
10/01/2016 00:00:00,74
11/01/2016 00:00:00,59
01/01/2017 00:00:00,42
02/01/2017 00:00:00,39
03/01/2017 00:00:00,62
06/01/2017 00:00:00,46
07/01/2017 00:00:00,51
09/01/2017 00:00:00,47
10/01/2017 00:00:00,47
11/01/2017 00:00:00,35
12/01/2017 00:00:00,59
02/01/2018 00:00:00,42
03/01/2018 00:00:00,43
05/01/2018 00:00:00,34
09/01/2018 00:00:00,52
10/01/2018 00:00:00,49
02/01/2019 00:00:00,57
08/01/2019 00:00:00,80
09/01/2019 00:00:00,54
10/01/2019 00:00:00,46
11/01/2019 00:00:00,39
12/01/2019 00:00:00,31
01/01/2020 00:00:00,63
02/01/2020 00:00:00,40
03/01/2020 00:00:00,28
04/01/2020 00:00:00,37
05/01/2020 00:00:00,37
07/01/2020 00:00:00,31
08/01/2020 00:00:00,38
09/01/2020 00:00:00,30
10/01/2020 00:00:00,33
11/01/2020 00:00:00,33
12/01/2020 00:00:00,41
02/01/2021 00:00:00,40
03/01/2021 00:00:00,47
05/01/2021 00:00:00,33
06/01/2021 00:00:00,58
08/01/2021 00:00:00,56
09/01/2021 00:00:00,42
10/01/2021 00:00:00,94
01/01/2022 00:00:00,69
02/01/2022 00:00:00,45
03/01/2022 00:00:00,73
04/01/2022 00:00:00,46
07/01/2022 00:00:00,72
08/01/2022 00:00:00,66
09/01/2022 00:00:00,79
10/01/2022 00:00:00,85
11/01/2022 00:00:00,36
12/01/2022 00:00:00,100
