,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-01-01 00:00:00,50
2015-02-01 00:00:00,63
2015-03-01 00:00:00,31
2015-04-01 00:00:00,64
2015-07-01 00:00:00,30
2015-10-01 00:00:00,41
2015-11-01 00:00:00,63
2015-12-01 00:00:00,25
2016-01-01 00:00:00,28
2016-02-01 00:00:00,20
2016-03-01 00:00:00,66
2016-05-01 00:00:00,38
2016-07-01 00:00:00,18
2016-08-01 00:00:00,44
2016-09-01 00:00:00,30
2016-10-01 00:00:00,56
2016-12-01 00:00:00,56
2017-01-01 00:00:00,21
2017-02-01 00:00:00,22
2017-03-01 00:00:00,28
2017-04-01 00:00:00,20
2017-05-01 00:00:00,43
2017-07-01 00:00:00,38
2017-08-01 00:00:00,25
2017-09-01 00:00:00,23
2017-11-01 00:00:00,31
2018-01-01 00:00:00,47
2018-02-01 00:00:00,64
2018-03-01 00:00:00,23
2018-04-01 00:00:00,55
2018-05-01 00:00:00,22
2018-06-01 00:00:00,55
2018-07-01 00:00:00,28
2018-08-01 00:00:00,46
2018-09-01 00:00:00,18
2018-10-01 00:00:00,36
2018-11-01 00:00:00,29
2019-01-01 00:00:00,51
2019-03-01 00:00:00,23
2019-05-01 00:00:00,45
2019-06-01 00:00:00,39
2019-07-01 00:00:00,34
2019-08-01 00:00:00,44
2019-09-01 00:00:00,38
2019-10-01 00:00:00,26
2019-11-01 00:00:00,31
2019-12-01 00:00:00,40
2020-01-01 00:00:00,60
2020-02-01 00:00:00,63
2020-03-01 00:00:00,15
2020-04-01 00:00:00,14
2020-05-01 00:00:00,26
2020-06-01 00:00:00,38
2020-07-01 00:00:00,37
2020-08-01 00:00:00,38
2020-09-01 00:00:00,44
2020-10-01 00:00:00,30
2020-11-01 00:00:00,18
2020-12-01 00:00:00,21
2021-01-01 00:00:00,17
2021-02-01 00:00:00,60
2021-03-01 00:00:00,23
2021-04-01 00:00:00,19
2021-05-01 00:00:00,65
2021-07-01 00:00:00,39
2021-08-01 00:00:00,41
2021-09-01 00:00:00,23
2021-11-01 00:00:00,100
2021-12-01 00:00:00,90
2022-01-01 00:00:00,36
2022-02-01 00:00:00,34
2022-03-01 00:00:00,35
2022-04-01 00:00:00,25
2022-05-01 00:00:00,68
2022-06-01 00:00:00,76
2022-07-01 00:00:00,88
2022-08-01 00:00:00,58
2022-09-01 00:00:00,38
2022-10-01 00:00:00,81
2022-11-01 00:00:00,40
2022-12-01 00:00:00,58
