,MVT_GT_Bakersfield CA
2015-03-01 00:00:00,26
2015-05-01 00:00:00,96
2015-06-01 00:00:00,41
2015-09-01 00:00:00,35
2015-11-01 00:00:00,26
2015-12-01 00:00:00,42
2016-01-01 00:00:00,31
2016-02-01 00:00:00,26
2016-03-01 00:00:00,40
2016-05-01 00:00:00,16
2016-07-01 00:00:00,41
2016-09-01 00:00:00,31
2016-10-01 00:00:00,61
2016-12-01 00:00:00,24
2017-01-01 00:00:00,25
2017-02-01 00:00:00,40
2017-03-01 00:00:00,19
2017-04-01 00:00:00,18
2017-05-01 00:00:00,48
2017-07-01 00:00:00,14
2017-08-01 00:00:00,33
2017-09-01 00:00:00,46
2017-10-01 00:00:00,100
2017-11-01 00:00:00,20
2017-12-01 00:00:00,32
2018-01-01 00:00:00,25
2018-02-01 00:00:00,18
2018-04-01 00:00:00,24
2018-05-01 00:00:00,22
2018-06-01 00:00:00,53
2018-07-01 00:00:00,16
2018-11-01 00:00:00,37
2018-12-01 00:00:00,27
2019-01-01 00:00:00,29
2019-03-01 00:00:00,58
2019-04-01 00:00:00,41
2019-06-01 00:00:00,51
2019-07-01 00:00:00,45
2019-08-01 00:00:00,58
2019-12-01 00:00:00,38
2020-01-01 00:00:00,22
2020-02-01 00:00:00,39
2020-03-01 00:00:00,17
2020-04-01 00:00:00,21
2020-07-01 00:00:00,35
2020-08-01 00:00:00,31
2020-09-01 00:00:00,37
2020-11-01 00:00:00,26
2020-12-01 00:00:00,20
2021-01-01 00:00:00,52
2021-02-01 00:00:00,29
2021-03-01 00:00:00,29
2021-04-01 00:00:00,33
2021-05-01 00:00:00,34
2021-06-01 00:00:00,38
2021-07-01 00:00:00,33
2021-08-01 00:00:00,54
2021-09-01 00:00:00,30
2021-11-01 00:00:00,61
2021-12-01 00:00:00,20
2022-01-01 00:00:00,25
2022-03-01 00:00:00,23
2022-04-01 00:00:00,25
2022-05-01 00:00:00,13
2022-08-01 00:00:00,41
2022-09-01 00:00:00,28
2022-10-01 00:00:00,30
2022-11-01 00:00:00,21
2022-12-01 00:00:00,51
