,MVT_GT_El Paso TX
2015-09-01 00:00:00,57
2015-12-01 00:00:00,100
2016-03-01 00:00:00,35
2016-09-01 00:00:00,22
2017-02-01 00:00:00,12
2017-04-01 00:00:00,11
2017-06-01 00:00:00,15
2017-08-01 00:00:00,18
2017-11-01 00:00:00,25
2017-12-01 00:00:00,33
2018-08-01 00:00:00,16
2018-09-01 00:00:00,12
2018-10-01 00:00:00,47
2018-11-01 00:00:00,17
2019-04-01 00:00:00,11
2019-05-01 00:00:00,18
2019-07-01 00:00:00,49
2019-08-01 00:00:00,12
2020-05-01 00:00:00,16
2020-06-01 00:00:00,11
2020-12-01 00:00:00,17
2021-01-01 00:00:00,12
2021-02-01 00:00:00,16
2021-05-01 00:00:00,10
2021-06-01 00:00:00,16
2021-07-01 00:00:00,19
2021-08-01 00:00:00,23
2021-09-01 00:00:00,11
2021-10-01 00:00:00,25
2021-12-01 00:00:00,16
2022-02-01 00:00:00,9
2022-04-01 00:00:00,16
2022-06-01 00:00:00,9
2022-08-01 00:00:00,9
2022-09-01 00:00:00,12
