,MVT_GT_Memphis TN
2015-01-01 00:00:00,34
2015-02-01 00:00:00,48
2015-05-01 00:00:00,24
2015-06-01 00:00:00,50
2016-01-01 00:00:00,62
2016-02-01 00:00:00,44
2016-04-01 00:00:00,37
2016-05-01 00:00:00,16
2016-07-01 00:00:00,31
2016-08-01 00:00:00,19
2016-09-01 00:00:00,40
2016-12-01 00:00:00,18
2017-01-01 00:00:00,43
2017-03-01 00:00:00,20
2017-04-01 00:00:00,22
2017-05-01 00:00:00,42
2017-07-01 00:00:00,33
2017-08-01 00:00:00,50
2017-10-01 00:00:00,21
2017-11-01 00:00:00,43
2017-12-01 00:00:00,77
2018-01-01 00:00:00,41
2018-02-01 00:00:00,32
2018-03-01 00:00:00,71
2018-04-01 00:00:00,27
2018-05-01 00:00:00,18
2018-06-01 00:00:00,27
2018-07-01 00:00:00,42
2018-08-01 00:00:00,16
2018-09-01 00:00:00,53
2018-10-01 00:00:00,33
2018-11-01 00:00:00,23
2018-12-01 00:00:00,43
2019-02-01 00:00:00,38
2019-03-01 00:00:00,44
2019-04-01 00:00:00,33
2019-05-01 00:00:00,23
2019-06-01 00:00:00,43
2019-07-01 00:00:00,33
2019-08-01 00:00:00,34
2019-09-01 00:00:00,56
2019-10-01 00:00:00,43
2019-11-01 00:00:00,22
2019-12-01 00:00:00,100
2020-01-01 00:00:00,32
2020-02-01 00:00:00,25
2020-06-01 00:00:00,29
2020-07-01 00:00:00,27
2020-08-01 00:00:00,17
2020-09-01 00:00:00,46
2020-10-01 00:00:00,16
2020-11-01 00:00:00,54
2021-01-01 00:00:00,36
2021-05-01 00:00:00,30
2021-06-01 00:00:00,29
2021-07-01 00:00:00,28
2021-08-01 00:00:00,33
2021-10-01 00:00:00,29
2021-12-01 00:00:00,43
2022-01-01 00:00:00,28
2022-03-01 00:00:00,12
2022-04-01 00:00:00,26
2022-05-01 00:00:00,40
2022-06-01 00:00:00,37
2022-07-01 00:00:00,42
2022-08-01 00:00:00,13
2022-09-01 00:00:00,48
2022-10-01 00:00:00,51
2022-11-01 00:00:00,58
2022-12-01 00:00:00,46
