,MVT_GT_Louisville KY
2015-01-01 00:00:00,66
2015-02-01 00:00:00,31
2015-03-01 00:00:00,58
2015-05-01 00:00:00,17
2015-06-01 00:00:00,43
2015-09-01 00:00:00,64
2015-10-01 00:00:00,35
2015-11-01 00:00:00,31
2016-01-01 00:00:00,30
2016-02-01 00:00:00,85
2016-03-01 00:00:00,22
2016-05-01 00:00:00,22
2016-07-01 00:00:00,51
2016-08-01 00:00:00,27
2016-10-01 00:00:00,72
2016-11-01 00:00:00,42
2017-03-01 00:00:00,13
2017-04-01 00:00:00,17
2017-05-01 00:00:00,25
2017-06-01 00:00:00,24
2017-07-01 00:00:00,27
2017-08-01 00:00:00,35
2017-09-01 00:00:00,24
2017-11-01 00:00:00,28
2018-01-01 00:00:00,72
2018-05-01 00:00:00,50
2018-06-01 00:00:00,20
2018-08-01 00:00:00,29
2018-09-01 00:00:00,25
2018-11-01 00:00:00,53
2019-01-01 00:00:00,17
2019-02-01 00:00:00,30
2019-05-01 00:00:00,15
2019-06-01 00:00:00,40
2019-07-01 00:00:00,19
2019-08-01 00:00:00,64
2019-11-01 00:00:00,20
2019-12-01 00:00:00,34
2020-01-01 00:00:00,37
2020-02-01 00:00:00,25
2020-03-01 00:00:00,57
2020-04-01 00:00:00,25
2020-05-01 00:00:00,53
2020-06-01 00:00:00,34
2020-07-01 00:00:00,12
2020-08-01 00:00:00,20
2020-09-01 00:00:00,39
2020-11-01 00:00:00,50
2020-12-01 00:00:00,19
2021-01-01 00:00:00,67
2021-02-01 00:00:00,26
2021-03-01 00:00:00,49
2021-04-01 00:00:00,35
2021-07-01 00:00:00,42
2021-08-01 00:00:00,35
2021-09-01 00:00:00,30
2021-10-01 00:00:00,15
2021-11-01 00:00:00,38
2021-12-01 00:00:00,36
2022-01-01 00:00:00,41
2022-03-01 00:00:00,24
2022-04-01 00:00:00,36
2022-05-01 00:00:00,25
2022-06-01 00:00:00,49
2022-07-01 00:00:00,21
2022-08-01 00:00:00,54
2022-09-01 00:00:00,51
2022-10-01 00:00:00,100
2022-11-01 00:00:00,81
2022-12-01 00:00:00,23
