,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,100
2015-03-01 00:00:00,22
2015-04-01 00:00:00,24
2015-05-01 00:00:00,52
2015-08-01 00:00:00,84
2015-10-01 00:00:00,23
2016-02-01 00:00:00,19
2016-05-01 00:00:00,36
2016-06-01 00:00:00,14
2016-08-01 00:00:00,35
2016-12-01 00:00:00,12
2017-01-01 00:00:00,25
2017-02-01 00:00:00,38
2017-07-01 00:00:00,11
2017-08-01 00:00:00,17
2017-10-01 00:00:00,18
2017-11-01 00:00:00,43
2017-12-01 00:00:00,15
2018-01-01 00:00:00,20
2018-02-01 00:00:00,24
2018-03-01 00:00:00,14
2018-04-01 00:00:00,19
2018-06-01 00:00:00,36
2018-09-01 00:00:00,17
2018-10-01 00:00:00,9
2018-11-01 00:00:00,46
2018-12-01 00:00:00,10
2019-01-01 00:00:00,22
2019-03-01 00:00:00,24
2019-04-01 00:00:00,17
2019-07-01 00:00:00,36
2019-08-01 00:00:00,16
2019-10-01 00:00:00,15
2019-12-01 00:00:00,32
2020-01-01 00:00:00,32
2020-02-01 00:00:00,35
2020-03-01 00:00:00,11
2020-04-01 00:00:00,19
2020-05-01 00:00:00,10
2020-07-01 00:00:00,39
2020-08-01 00:00:00,16
2020-09-01 00:00:00,18
2021-07-01 00:00:00,51
2021-08-01 00:00:00,13
2021-09-01 00:00:00,35
2022-01-01 00:00:00,10
2022-02-01 00:00:00,61
2022-03-01 00:00:00,26
2022-04-01 00:00:00,19
2022-05-01 00:00:00,28
2022-07-01 00:00:00,19
2022-09-01 00:00:00,22
2022-11-01 00:00:00,14
2022-12-01 00:00:00,11
