,MVT_GT_New Orleans LA
03/01/2015 00:00:00,66
07/01/2015 00:00:00,100
09/01/2015 00:00:00,93
04/01/2016 00:00:00,69
08/01/2016 00:00:00,87
10/01/2016 00:00:00,62
02/01/2017 00:00:00,50
05/01/2017 00:00:00,74
06/01/2017 00:00:00,80
08/01/2017 00:00:00,46
09/01/2017 00:00:00,46
10/01/2017 00:00:00,46
11/01/2017 00:00:00,47
12/01/2017 00:00:00,58
02/01/2018 00:00:00,71
08/01/2018 00:00:00,40
11/01/2018 00:00:00,82
12/01/2018 00:00:00,70
01/01/2019 00:00:00,59
05/01/2019 00:00:00,49
06/01/2019 00:00:00,70
12/01/2019 00:00:00,45
01/01/2020 00:00:00,60
02/01/2020 00:00:00,39
03/01/2020 00:00:00,41
04/01/2020 00:00:00,73
05/01/2020 00:00:00,72
06/01/2020 00:00:00,48
08/01/2020 00:00:00,60
10/01/2020 00:00:00,38
09/01/2021 00:00:00,77
10/01/2021 00:00:00,41
12/01/2021 00:00:00,60
01/01/2022 00:00:00,61
02/01/2022 00:00:00,61
03/01/2022 00:00:00,69
04/01/2022 00:00:00,86
05/01/2022 00:00:00,46
07/01/2022 00:00:00,71
08/01/2022 00:00:00,53
09/01/2022 00:00:00,40
10/01/2022 00:00:00,65
11/01/2022 00:00:00,43
