,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,52
2016-05-01 00:00:00,81
2016-08-01 00:00:00,48
2016-09-01 00:00:00,100
2017-01-01 00:00:00,87
2017-02-01 00:00:00,55
2017-04-01 00:00:00,33
2017-05-01 00:00:00,41
2017-07-01 00:00:00,43
2017-08-01 00:00:00,47
2017-09-01 00:00:00,40
2017-10-01 00:00:00,59
2017-12-01 00:00:00,28
2018-01-01 00:00:00,46
2018-02-01 00:00:00,31
2018-03-01 00:00:00,34
2018-04-01 00:00:00,25
2018-06-01 00:00:00,31
2018-08-01 00:00:00,53
2018-09-01 00:00:00,40
2018-10-01 00:00:00,54
2018-11-01 00:00:00,54
2018-12-01 00:00:00,50
2019-02-01 00:00:00,32
2019-03-01 00:00:00,80
2019-06-01 00:00:00,68
2019-07-01 00:00:00,70
2019-08-01 00:00:00,33
2019-09-01 00:00:00,20
2019-12-01 00:00:00,30
2020-02-01 00:00:00,50
2020-06-01 00:00:00,29
2020-07-01 00:00:00,23
2020-08-01 00:00:00,51
2020-09-01 00:00:00,17
2020-11-01 00:00:00,33
2020-12-01 00:00:00,21
2021-01-01 00:00:00,32
2021-02-01 00:00:00,32
2021-03-01 00:00:00,33
2021-07-01 00:00:00,41
2021-08-01 00:00:00,26
2021-09-01 00:00:00,48
2021-10-01 00:00:00,29
2021-11-01 00:00:00,39
2021-12-01 00:00:00,49
2022-02-01 00:00:00,21
2022-03-01 00:00:00,79
2022-04-01 00:00:00,34
2022-05-01 00:00:00,45
2022-07-01 00:00:00,40
2022-08-01 00:00:00,36
2022-09-01 00:00:00,23
2022-11-01 00:00:00,21
2022-12-01 00:00:00,17
