,MVT_GT_Cincinnati OH
08/01/2015 00:00:00,46
12/01/2015 00:00:00,35
03/01/2016 00:00:00,100
05/01/2016 00:00:00,32
06/01/2016 00:00:00,32
07/01/2016 00:00:00,40
08/01/2016 00:00:00,27
10/01/2016 00:00:00,36
11/01/2016 00:00:00,44
12/01/2016 00:00:00,38
01/01/2017 00:00:00,22
02/01/2017 00:00:00,32
06/01/2017 00:00:00,31
07/01/2017 00:00:00,36
08/01/2017 00:00:00,26
11/01/2017 00:00:00,23
12/01/2017 00:00:00,52
02/01/2018 00:00:00,26
03/01/2018 00:00:00,31
04/01/2018 00:00:00,32
06/01/2018 00:00:00,36
07/01/2018 00:00:00,29
08/01/2018 00:00:00,36
12/01/2018 00:00:00,27
01/01/2019 00:00:00,24
02/01/2019 00:00:00,43
04/01/2019 00:00:00,26
05/01/2019 00:00:00,29
06/01/2019 00:00:00,28
08/01/2019 00:00:00,43
09/01/2019 00:00:00,39
10/01/2019 00:00:00,38
11/01/2019 00:00:00,25
12/01/2019 00:00:00,23
01/01/2020 00:00:00,36
02/01/2020 00:00:00,32
03/01/2020 00:00:00,36
04/01/2020 00:00:00,27
05/01/2020 00:00:00,43
06/01/2020 00:00:00,23
07/01/2020 00:00:00,27
08/01/2020 00:00:00,31
09/01/2020 00:00:00,23
10/01/2020 00:00:00,20
12/01/2020 00:00:00,27
01/01/2021 00:00:00,30
02/01/2021 00:00:00,25
03/01/2021 00:00:00,38
05/01/2021 00:00:00,27
06/01/2021 00:00:00,33
08/01/2021 00:00:00,22
09/01/2021 00:00:00,42
10/01/2021 00:00:00,51
11/01/2021 00:00:00,39
01/01/2022 00:00:00,43
02/01/2022 00:00:00,34
03/01/2022 00:00:00,49
04/01/2022 00:00:00,34
05/01/2022 00:00:00,27
06/01/2022 00:00:00,23
07/01/2022 00:00:00,53
08/01/2022 00:00:00,49
09/01/2022 00:00:00,61
10/01/2022 00:00:00,47
12/01/2022 00:00:00,69
