,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,55
03/01/2016 00:00:00,87
06/01/2016 00:00:00,42
08/01/2016 00:00:00,62
10/01/2016 00:00:00,46
11/01/2016 00:00:00,46
12/01/2016 00:00:00,51
02/01/2017 00:00:00,41
03/01/2017 00:00:00,47
05/01/2017 00:00:00,55
08/01/2017 00:00:00,59
10/01/2017 00:00:00,33
11/01/2017 00:00:00,34
12/01/2017 00:00:00,56
01/01/2018 00:00:00,41
03/01/2018 00:00:00,53
08/01/2018 00:00:00,60
10/01/2018 00:00:00,39
12/01/2018 00:00:00,36
01/01/2019 00:00:00,34
02/01/2019 00:00:00,51
04/01/2019 00:00:00,32
05/01/2019 00:00:00,37
06/01/2019 00:00:00,49
07/01/2019 00:00:00,51
08/01/2019 00:00:00,68
09/01/2019 00:00:00,50
10/01/2019 00:00:00,43
11/01/2019 00:00:00,46
12/01/2019 00:00:00,40
01/01/2020 00:00:00,51
02/01/2020 00:00:00,37
03/01/2020 00:00:00,40
07/01/2020 00:00:00,48
08/01/2020 00:00:00,68
10/01/2020 00:00:00,38
11/01/2020 00:00:00,37
12/01/2020 00:00:00,35
01/01/2021 00:00:00,35
02/01/2021 00:00:00,37
03/01/2021 00:00:00,50
05/01/2021 00:00:00,34
06/01/2021 00:00:00,47
09/01/2021 00:00:00,47
10/01/2021 00:00:00,71
11/01/2021 00:00:00,54
12/01/2021 00:00:00,38
01/01/2022 00:00:00,52
02/01/2022 00:00:00,37
03/01/2022 00:00:00,67
04/01/2022 00:00:00,55
06/01/2022 00:00:00,34
07/01/2022 00:00:00,86
08/01/2022 00:00:00,80
09/01/2022 00:00:00,80
10/01/2022 00:00:00,79
11/01/2022 00:00:00,31
12/01/2022 00:00:00,100
