,MVT_GT_Cincinnati OH
10/01/2015 00:00:00,51
01/01/2016 00:00:00,57
03/01/2016 00:00:00,69
06/01/2016 00:00:00,68
07/01/2016 00:00:00,54
08/01/2016 00:00:00,47
10/01/2016 00:00:00,56
11/01/2016 00:00:00,40
12/01/2016 00:00:00,56
02/01/2017 00:00:00,72
03/01/2017 00:00:00,56
04/01/2017 00:00:00,37
06/01/2017 00:00:00,62
07/01/2017 00:00:00,49
08/01/2017 00:00:00,47
11/01/2017 00:00:00,40
12/01/2017 00:00:00,70
03/01/2018 00:00:00,63
08/01/2018 00:00:00,60
09/01/2018 00:00:00,48
10/01/2018 00:00:00,56
12/01/2018 00:00:00,44
01/01/2019 00:00:00,45
02/01/2019 00:00:00,45
04/01/2019 00:00:00,66
05/01/2019 00:00:00,43
07/01/2019 00:00:00,55
08/01/2019 00:00:00,40
09/01/2019 00:00:00,59
12/01/2019 00:00:00,40
01/01/2020 00:00:00,47
02/01/2020 00:00:00,38
03/01/2020 00:00:00,51
05/01/2020 00:00:00,38
07/01/2020 00:00:00,38
08/01/2020 00:00:00,56
09/01/2020 00:00:00,43
10/01/2020 00:00:00,45
11/01/2020 00:00:00,57
12/01/2020 00:00:00,63
01/01/2021 00:00:00,35
02/01/2021 00:00:00,48
03/01/2021 00:00:00,82
06/01/2021 00:00:00,75
07/01/2021 00:00:00,39
09/01/2021 00:00:00,100
10/01/2021 00:00:00,100
11/01/2021 00:00:00,44
12/01/2021 00:00:00,42
01/01/2022 00:00:00,68
02/01/2022 00:00:00,59
03/01/2022 00:00:00,84
04/01/2022 00:00:00,59
05/01/2022 00:00:00,46
06/01/2022 00:00:00,34
07/01/2022 00:00:00,86
08/01/2022 00:00:00,65
09/01/2022 00:00:00,89
10/01/2022 00:00:00,98
12/01/2022 00:00:00,100
