,MVT_GT_New Orleans LA
09/01/2015 00:00:00,100
03/01/2016 00:00:00,48
06/01/2016 00:00:00,58
08/01/2016 00:00:00,74
05/01/2017 00:00:00,62
06/01/2017 00:00:00,50
07/01/2017 00:00:00,58
10/01/2017 00:00:00,57
11/01/2017 00:00:00,64
12/01/2017 00:00:00,45
03/01/2018 00:00:00,49
04/01/2018 00:00:00,91
05/01/2018 00:00:00,40
08/01/2018 00:00:00,50
11/01/2018 00:00:00,57
12/01/2018 00:00:00,72
01/01/2019 00:00:00,40
03/01/2019 00:00:00,66
05/01/2019 00:00:00,54
06/01/2019 00:00:00,97
11/01/2019 00:00:00,36
12/01/2019 00:00:00,63
01/01/2020 00:00:00,80
02/01/2020 00:00:00,49
03/01/2020 00:00:00,31
04/01/2020 00:00:00,50
08/01/2020 00:00:00,43
10/01/2020 00:00:00,41
03/01/2021 00:00:00,35
05/01/2021 00:00:00,49
09/01/2021 00:00:00,92
12/01/2021 00:00:00,52
01/01/2022 00:00:00,48
02/01/2022 00:00:00,56
03/01/2022 00:00:00,50
04/01/2022 00:00:00,81
05/01/2022 00:00:00,37
07/01/2022 00:00:00,75
08/01/2022 00:00:00,47
09/01/2022 00:00:00,61
10/01/2022 00:00:00,38
11/01/2022 00:00:00,49
12/01/2022 00:00:00,67
