,MVT_GT_Cincinnati OH
10/01/2015 00:00:00,64
03/01/2016 00:00:00,73
05/01/2016 00:00:00,44
07/01/2016 00:00:00,45
11/01/2016 00:00:00,66
12/01/2016 00:00:00,87
01/01/2017 00:00:00,36
02/01/2017 00:00:00,39
03/01/2017 00:00:00,53
05/01/2017 00:00:00,42
08/01/2017 00:00:00,42
12/01/2017 00:00:00,65
03/01/2018 00:00:00,56
07/01/2018 00:00:00,44
08/01/2018 00:00:00,58
10/01/2018 00:00:00,41
12/01/2018 00:00:00,39
02/01/2019 00:00:00,37
04/01/2019 00:00:00,58
05/01/2019 00:00:00,48
06/01/2019 00:00:00,39
07/01/2019 00:00:00,40
08/01/2019 00:00:00,68
09/01/2019 00:00:00,41
10/01/2019 00:00:00,40
12/01/2019 00:00:00,39
01/01/2020 00:00:00,50
02/01/2020 00:00:00,37
03/01/2020 00:00:00,51
04/01/2020 00:00:00,28
05/01/2020 00:00:00,43
06/01/2020 00:00:00,29
07/01/2020 00:00:00,32
08/01/2020 00:00:00,27
11/01/2020 00:00:00,43
12/01/2020 00:00:00,43
02/01/2021 00:00:00,66
06/01/2021 00:00:00,64
08/01/2021 00:00:00,37
09/01/2021 00:00:00,42
10/01/2021 00:00:00,79
11/01/2021 00:00:00,51
01/01/2022 00:00:00,58
03/01/2022 00:00:00,65
04/01/2022 00:00:00,47
07/01/2022 00:00:00,30
08/01/2022 00:00:00,70
09/01/2022 00:00:00,81
10/01/2022 00:00:00,86
11/01/2022 00:00:00,32
12/01/2022 00:00:00,100
