,MVT_GT_Jacksonville FL
2015-02-01 00:00:00,54
2015-03-01 00:00:00,57
2015-05-01 00:00:00,89
2015-12-01 00:00:00,100
2016-02-01 00:00:00,35
2016-03-01 00:00:00,39
2016-04-01 00:00:00,54
2016-05-01 00:00:00,57
2016-06-01 00:00:00,79
2016-07-01 00:00:00,31
2016-09-01 00:00:00,66
2016-10-01 00:00:00,35
2016-12-01 00:00:00,62
2017-03-01 00:00:00,58
2017-04-01 00:00:00,27
2017-05-01 00:00:00,73
2017-06-01 00:00:00,41
2017-07-01 00:00:00,74
2018-01-01 00:00:00,21
2018-02-01 00:00:00,47
2018-03-01 00:00:00,47
2018-05-01 00:00:00,88
2018-06-01 00:00:00,74
2018-07-01 00:00:00,85
2018-08-01 00:00:00,66
2018-10-01 00:00:00,35
2018-11-01 00:00:00,75
2018-12-01 00:00:00,45
2019-03-01 00:00:00,36
2019-04-01 00:00:00,68
2019-05-01 00:00:00,47
2019-06-01 00:00:00,32
2019-08-01 00:00:00,64
2019-09-01 00:00:00,63
2019-10-01 00:00:00,33
2019-11-01 00:00:00,90
2019-12-01 00:00:00,49
2020-01-01 00:00:00,68
2020-02-01 00:00:00,69
2020-03-01 00:00:00,64
2020-04-01 00:00:00,57
2020-06-01 00:00:00,51
2020-08-01 00:00:00,24
2020-11-01 00:00:00,20
2020-12-01 00:00:00,43
2021-01-01 00:00:00,32
2021-02-01 00:00:00,31
2021-03-01 00:00:00,34
2021-04-01 00:00:00,22
2021-05-01 00:00:00,32
2021-06-01 00:00:00,59
2021-07-01 00:00:00,21
2021-08-01 00:00:00,21
2021-09-01 00:00:00,60
2021-11-01 00:00:00,64
2021-12-01 00:00:00,51
2022-02-01 00:00:00,62
2022-03-01 00:00:00,48
2022-04-01 00:00:00,57
2022-05-01 00:00:00,46
2022-06-01 00:00:00,32
2022-07-01 00:00:00,72
2022-09-01 00:00:00,36
2022-11-01 00:00:00,45
2022-12-01 00:00:00,29
