,MVT_GT_Cincinnati OH
03/01/2016 00:00:00,79
06/01/2016 00:00:00,42
07/01/2016 00:00:00,64
10/01/2016 00:00:00,48
11/01/2016 00:00:00,48
01/01/2017 00:00:00,35
02/01/2017 00:00:00,49
06/01/2017 00:00:00,47
07/01/2017 00:00:00,56
08/01/2017 00:00:00,55
09/01/2017 00:00:00,42
12/01/2017 00:00:00,51
01/01/2018 00:00:00,36
02/01/2018 00:00:00,42
03/01/2018 00:00:00,41
08/01/2018 00:00:00,54
09/01/2018 00:00:00,38
10/01/2018 00:00:00,49
01/01/2019 00:00:00,35
02/01/2019 00:00:00,51
08/01/2019 00:00:00,62
09/01/2019 00:00:00,49
10/01/2019 00:00:00,39
12/01/2019 00:00:00,38
01/01/2020 00:00:00,65
02/01/2020 00:00:00,30
03/01/2020 00:00:00,39
07/01/2020 00:00:00,35
08/01/2020 00:00:00,64
09/01/2020 00:00:00,43
10/01/2020 00:00:00,31
12/01/2020 00:00:00,57
01/01/2021 00:00:00,45
02/01/2021 00:00:00,38
03/01/2021 00:00:00,53
05/01/2021 00:00:00,32
06/01/2021 00:00:00,60
07/01/2021 00:00:00,34
10/01/2021 00:00:00,99
11/01/2021 00:00:00,53
12/01/2021 00:00:00,46
01/01/2022 00:00:00,64
03/01/2022 00:00:00,63
04/01/2022 00:00:00,46
05/01/2022 00:00:00,34
06/01/2022 00:00:00,32
07/01/2022 00:00:00,72
08/01/2022 00:00:00,73
09/01/2022 00:00:00,94
10/01/2022 00:00:00,79
12/01/2022 00:00:00,100
