,MVT_GT_Cincinnati OH
10/01/2015 00:00:00,50
03/01/2016 00:00:00,70
04/01/2016 00:00:00,45
05/01/2016 00:00:00,64
06/01/2016 00:00:00,65
07/01/2016 00:00:00,47
10/01/2016 00:00:00,46
11/01/2016 00:00:00,48
12/01/2016 00:00:00,36
01/01/2017 00:00:00,44
02/01/2017 00:00:00,59
03/01/2017 00:00:00,49
05/01/2017 00:00:00,41
06/01/2017 00:00:00,54
07/01/2017 00:00:00,59
08/01/2017 00:00:00,54
10/01/2017 00:00:00,34
11/01/2017 00:00:00,34
12/01/2017 00:00:00,57
02/01/2018 00:00:00,47
03/01/2018 00:00:00,63
06/01/2018 00:00:00,43
08/01/2018 00:00:00,74
09/01/2018 00:00:00,55
10/01/2018 00:00:00,43
11/01/2018 00:00:00,63
12/01/2018 00:00:00,48
02/01/2019 00:00:00,53
04/01/2019 00:00:00,43
06/01/2019 00:00:00,37
07/01/2019 00:00:00,56
08/01/2019 00:00:00,81
10/01/2019 00:00:00,45
12/01/2019 00:00:00,40
01/01/2020 00:00:00,55
02/01/2020 00:00:00,32
03/01/2020 00:00:00,54
04/01/2020 00:00:00,26
05/01/2020 00:00:00,44
07/01/2020 00:00:00,43
08/01/2020 00:00:00,53
09/01/2020 00:00:00,56
10/01/2020 00:00:00,42
02/01/2021 00:00:00,41
03/01/2021 00:00:00,57
06/01/2021 00:00:00,61
07/01/2021 00:00:00,47
08/01/2021 00:00:00,33
09/01/2021 00:00:00,51
10/01/2021 00:00:00,94
11/01/2021 00:00:00,56
12/01/2021 00:00:00,52
01/01/2022 00:00:00,70
02/01/2022 00:00:00,44
03/01/2022 00:00:00,77
04/01/2022 00:00:00,46
05/01/2022 00:00:00,33
06/01/2022 00:00:00,42
07/01/2022 00:00:00,91
08/01/2022 00:00:00,93
09/01/2022 00:00:00,100
10/01/2022 00:00:00,85
11/01/2022 00:00:00,46
12/01/2022 00:00:00,98
