,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,45
2015-02-01 00:00:00,50
2015-03-01 00:00:00,76
2015-07-01 00:00:00,72
2015-09-01 00:00:00,86
2015-12-01 00:00:00,100
2016-03-01 00:00:00,19
2016-04-01 00:00:00,23
2016-06-01 00:00:00,27
2016-10-01 00:00:00,27
2016-12-01 00:00:00,23
2017-02-01 00:00:00,19
2017-03-01 00:00:00,14
2017-05-01 00:00:00,19
2017-06-01 00:00:00,34
2017-07-01 00:00:00,34
2017-09-01 00:00:00,18
2017-10-01 00:00:00,16
2018-02-01 00:00:00,43
2018-03-01 00:00:00,12
2018-04-01 00:00:00,39
2018-05-01 00:00:00,39
2018-06-01 00:00:00,29
2018-07-01 00:00:00,23
2018-08-01 00:00:00,27
2018-09-01 00:00:00,36
2018-11-01 00:00:00,31
2018-12-01 00:00:00,63
2019-01-01 00:00:00,10
2019-02-01 00:00:00,22
2019-03-01 00:00:00,28
2019-04-01 00:00:00,21
2019-05-01 00:00:00,45
2019-06-01 00:00:00,21
2019-07-01 00:00:00,12
2019-08-01 00:00:00,13
2019-09-01 00:00:00,35
2019-10-01 00:00:00,28
2019-11-01 00:00:00,47
2019-12-01 00:00:00,30
2020-01-01 00:00:00,55
2020-02-01 00:00:00,23
2020-03-01 00:00:00,29
2020-04-01 00:00:00,8
2020-05-01 00:00:00,8
2020-06-01 00:00:00,21
2020-07-01 00:00:00,19
2020-10-01 00:00:00,12
2020-12-01 00:00:00,47
2021-01-01 00:00:00,13
2021-02-01 00:00:00,27
2021-03-01 00:00:00,16
2021-05-01 00:00:00,21
2021-06-01 00:00:00,13
2021-08-01 00:00:00,28
2021-09-01 00:00:00,20
2021-10-01 00:00:00,24
2021-11-01 00:00:00,19
2021-12-01 00:00:00,17
2022-01-01 00:00:00,11
2022-02-01 00:00:00,25
2022-03-01 00:00:00,20
2022-04-01 00:00:00,28
2022-09-01 00:00:00,25
2022-10-01 00:00:00,18
2022-11-01 00:00:00,24
2022-12-01 00:00:00,49
