,MVT_GT_Jacksonville FL
2015-03-01 00:00:00,64
2015-04-01 00:00:00,48
2015-09-01 00:00:00,43
2015-12-01 00:00:00,35
2016-03-01 00:00:00,24
2016-04-01 00:00:00,36
2016-06-01 00:00:00,57
2016-07-01 00:00:00,44
2016-08-01 00:00:00,64
2016-10-01 00:00:00,29
2016-11-01 00:00:00,29
2016-12-01 00:00:00,30
2017-01-01 00:00:00,34
2017-02-01 00:00:00,30
2017-03-01 00:00:00,62
2017-04-01 00:00:00,63
2017-05-01 00:00:00,31
2017-06-01 00:00:00,56
2017-07-01 00:00:00,63
2017-08-01 00:00:00,20
2017-10-01 00:00:00,21
2018-01-01 00:00:00,75
2018-02-01 00:00:00,25
2018-03-01 00:00:00,28
2018-04-01 00:00:00,42
2018-05-01 00:00:00,48
2018-06-01 00:00:00,46
2018-07-01 00:00:00,42
2018-08-01 00:00:00,49
2018-09-01 00:00:00,41
2018-10-01 00:00:00,23
2018-11-01 00:00:00,76
2018-12-01 00:00:00,80
2019-01-01 00:00:00,25
2019-02-01 00:00:00,53
2019-03-01 00:00:00,48
2019-04-01 00:00:00,40
2019-05-01 00:00:00,53
2019-06-01 00:00:00,21
2019-07-01 00:00:00,38
2019-09-01 00:00:00,84
2019-10-01 00:00:00,22
2019-11-01 00:00:00,27
2019-12-01 00:00:00,32
2020-01-01 00:00:00,69
2020-02-01 00:00:00,100
2020-04-01 00:00:00,18
2020-05-01 00:00:00,14
2020-06-01 00:00:00,22
2020-07-01 00:00:00,21
2020-09-01 00:00:00,41
2020-10-01 00:00:00,17
2020-11-01 00:00:00,24
2020-12-01 00:00:00,16
2021-01-01 00:00:00,30
2021-02-01 00:00:00,66
2021-03-01 00:00:00,42
2021-04-01 00:00:00,29
2021-05-01 00:00:00,28
2021-06-01 00:00:00,33
2021-07-01 00:00:00,19
2021-09-01 00:00:00,31
2021-10-01 00:00:00,46
2021-11-01 00:00:00,40
2021-12-01 00:00:00,31
2022-02-01 00:00:00,23
2022-03-01 00:00:00,23
2022-04-01 00:00:00,44
2022-05-01 00:00:00,26
2022-09-01 00:00:00,52
2022-10-01 00:00:00,36
2022-12-01 00:00:00,33
