,MVT_GT_Cincinnati OH
08/01/2015 00:00:00,52
09/01/2015 00:00:00,52
01/01/2016 00:00:00,37
02/01/2016 00:00:00,37
03/01/2016 00:00:00,73
05/01/2016 00:00:00,39
06/01/2016 00:00:00,41
07/01/2016 00:00:00,45
11/01/2016 00:00:00,66
01/01/2017 00:00:00,40
02/01/2017 00:00:00,72
03/01/2017 00:00:00,53
06/01/2017 00:00:00,45
07/01/2017 00:00:00,50
11/01/2017 00:00:00,36
12/01/2017 00:00:00,65
02/01/2018 00:00:00,43
03/01/2018 00:00:00,42
06/01/2018 00:00:00,59
07/01/2018 00:00:00,44
08/01/2018 00:00:00,57
10/01/2018 00:00:00,41
12/01/2018 00:00:00,40
02/01/2019 00:00:00,50
05/01/2019 00:00:00,48
06/01/2019 00:00:00,60
07/01/2019 00:00:00,41
08/01/2019 00:00:00,59
09/01/2019 00:00:00,31
10/01/2019 00:00:00,42
11/01/2019 00:00:00,32
12/01/2019 00:00:00,36
01/01/2020 00:00:00,46
02/01/2020 00:00:00,37
03/01/2020 00:00:00,50
05/01/2020 00:00:00,39
07/01/2020 00:00:00,32
08/01/2020 00:00:00,48
11/01/2020 00:00:00,43
12/01/2020 00:00:00,56
01/01/2021 00:00:00,35
02/01/2021 00:00:00,66
06/01/2021 00:00:00,64
07/01/2021 00:00:00,35
08/01/2021 00:00:00,37
09/01/2021 00:00:00,42
10/01/2021 00:00:00,73
11/01/2021 00:00:00,55
12/01/2021 00:00:00,34
01/01/2022 00:00:00,52
03/01/2022 00:00:00,69
04/01/2022 00:00:00,47
07/01/2022 00:00:00,97
08/01/2022 00:00:00,68
09/01/2022 00:00:00,81
10/01/2022 00:00:00,86
11/01/2022 00:00:00,32
12/01/2022 00:00:00,100
