,MVT_GT_New Orleans LA
02/01/2015 00:00:00,81
02/01/2016 00:00:00,68
08/01/2016 00:00:00,82
12/01/2016 00:00:00,60
01/01/2017 00:00:00,57
02/01/2017 00:00:00,59
04/01/2017 00:00:00,53
06/01/2017 00:00:00,62
09/01/2017 00:00:00,54
11/01/2017 00:00:00,57
01/01/2018 00:00:00,99
02/01/2018 00:00:00,78
08/01/2018 00:00:00,52
09/01/2018 00:00:00,76
11/01/2018 00:00:00,61
12/01/2018 00:00:00,91
01/01/2019 00:00:00,61
04/01/2019 00:00:00,48
05/01/2019 00:00:00,81
06/01/2019 00:00:00,80
07/01/2019 00:00:00,57
09/01/2019 00:00:00,48
11/01/2019 00:00:00,46
01/01/2020 00:00:00,100
02/01/2020 00:00:00,58
03/01/2020 00:00:00,61
05/01/2020 00:00:00,47
07/01/2020 00:00:00,63
08/01/2020 00:00:00,74
09/01/2020 00:00:00,43
10/01/2020 00:00:00,67
12/01/2020 00:00:00,76
03/01/2021 00:00:00,43
07/01/2021 00:00:00,44
10/01/2021 00:00:00,49
11/01/2021 00:00:00,49
01/01/2022 00:00:00,83
02/01/2022 00:00:00,90
03/01/2022 00:00:00,53
04/01/2022 00:00:00,82
05/01/2022 00:00:00,44
07/01/2022 00:00:00,81
09/01/2022 00:00:00,51
10/01/2022 00:00:00,55
11/01/2022 00:00:00,63
