,MVT_GT_Cincinnati OH
02/01/2015 00:00:00,51
09/01/2015 00:00:00,57
01/01/2016 00:00:00,29
03/01/2016 00:00:00,63
05/01/2016 00:00:00,32
06/01/2016 00:00:00,46
07/01/2016 00:00:00,51
10/01/2016 00:00:00,35
11/01/2016 00:00:00,44
02/01/2017 00:00:00,33
03/01/2017 00:00:00,37
06/01/2017 00:00:00,31
07/01/2017 00:00:00,41
11/01/2017 00:00:00,46
12/01/2017 00:00:00,46
02/01/2018 00:00:00,32
03/01/2018 00:00:00,53
04/01/2018 00:00:00,32
08/01/2018 00:00:00,37
09/01/2018 00:00:00,34
10/01/2018 00:00:00,47
12/01/2018 00:00:00,26
02/01/2019 00:00:00,32
04/01/2019 00:00:00,28
06/01/2019 00:00:00,42
07/01/2019 00:00:00,27
08/01/2019 00:00:00,57
12/01/2019 00:00:00,34
01/01/2020 00:00:00,39
02/01/2020 00:00:00,26
03/01/2020 00:00:00,34
04/01/2020 00:00:00,23
05/01/2020 00:00:00,28
07/01/2020 00:00:00,26
08/01/2020 00:00:00,62
09/01/2020 00:00:00,28
02/01/2021 00:00:00,36
03/01/2021 00:00:00,42
05/01/2021 00:00:00,27
06/01/2021 00:00:00,49
07/01/2021 00:00:00,25
08/01/2021 00:00:00,26
09/01/2021 00:00:00,30
10/01/2021 00:00:00,100
11/01/2021 00:00:00,46
12/01/2021 00:00:00,25
02/01/2022 00:00:00,58
03/01/2022 00:00:00,41
04/01/2022 00:00:00,40
05/01/2022 00:00:00,25
07/01/2022 00:00:00,43
08/01/2022 00:00:00,56
09/01/2022 00:00:00,72
10/01/2022 00:00:00,63
11/01/2022 00:00:00,38
12/01/2022 00:00:00,57
