,MVT_GT_Cincinnati OH
05/01/2015 00:00:00,51
07/01/2015 00:00:00,57
01/01/2016 00:00:00,38
02/01/2016 00:00:00,37
03/01/2016 00:00:00,60
06/01/2016 00:00:00,57
11/01/2016 00:00:00,47
12/01/2016 00:00:00,40
02/01/2017 00:00:00,36
03/01/2017 00:00:00,52
06/01/2017 00:00:00,71
07/01/2017 00:00:00,48
08/01/2017 00:00:00,44
10/01/2017 00:00:00,41
12/01/2017 00:00:00,49
03/01/2018 00:00:00,40
07/01/2018 00:00:00,30
08/01/2018 00:00:00,59
09/01/2018 00:00:00,61
10/01/2018 00:00:00,36
12/01/2018 00:00:00,33
01/01/2019 00:00:00,27
02/01/2019 00:00:00,54
04/01/2019 00:00:00,36
05/01/2019 00:00:00,41
06/01/2019 00:00:00,90
08/01/2019 00:00:00,58
09/01/2019 00:00:00,44
11/01/2019 00:00:00,26
12/01/2019 00:00:00,33
01/01/2020 00:00:00,45
02/01/2020 00:00:00,32
03/01/2020 00:00:00,31
04/01/2020 00:00:00,25
05/01/2020 00:00:00,34
07/01/2020 00:00:00,29
08/01/2020 00:00:00,50
11/01/2020 00:00:00,26
12/01/2020 00:00:00,26
01/01/2021 00:00:00,26
02/01/2021 00:00:00,28
03/01/2021 00:00:00,42
05/01/2021 00:00:00,29
06/01/2021 00:00:00,53
09/01/2021 00:00:00,38
10/01/2021 00:00:00,70
11/01/2021 00:00:00,48
12/01/2021 00:00:00,42
01/01/2022 00:00:00,51
03/01/2022 00:00:00,59
04/01/2022 00:00:00,47
05/01/2022 00:00:00,31
06/01/2022 00:00:00,35
07/01/2022 00:00:00,65
08/01/2022 00:00:00,79
09/01/2022 00:00:00,64
10/01/2022 00:00:00,58
12/01/2022 00:00:00,100
