,MVT_GT_Cincinnati OH
08/01/2015 00:00:00,66
01/01/2016 00:00:00,65
03/01/2016 00:00:00,81
06/01/2016 00:00:00,67
07/01/2016 00:00:00,54
10/01/2016 00:00:00,50
11/01/2016 00:00:00,63
01/01/2017 00:00:00,41
03/01/2017 00:00:00,98
06/01/2017 00:00:00,46
07/01/2017 00:00:00,55
09/01/2017 00:00:00,41
10/01/2017 00:00:00,61
11/01/2017 00:00:00,36
12/01/2017 00:00:00,77
03/01/2018 00:00:00,54
07/01/2018 00:00:00,34
08/01/2018 00:00:00,73
10/01/2018 00:00:00,85
12/01/2018 00:00:00,36
02/01/2019 00:00:00,41
03/01/2019 00:00:00,35
04/01/2019 00:00:00,37
05/01/2019 00:00:00,50
06/01/2019 00:00:00,38
07/01/2019 00:00:00,38
08/01/2019 00:00:00,67
09/01/2019 00:00:00,48
10/01/2019 00:00:00,48
11/01/2019 00:00:00,36
12/01/2019 00:00:00,31
01/01/2020 00:00:00,60
03/01/2020 00:00:00,50
04/01/2020 00:00:00,26
05/01/2020 00:00:00,64
07/01/2020 00:00:00,32
08/01/2020 00:00:00,65
09/01/2020 00:00:00,42
11/01/2020 00:00:00,45
12/01/2020 00:00:00,44
01/01/2021 00:00:00,45
02/01/2021 00:00:00,41
03/01/2021 00:00:00,59
05/01/2021 00:00:00,32
06/01/2021 00:00:00,59
08/01/2021 00:00:00,33
09/01/2021 00:00:00,59
10/01/2021 00:00:00,85
11/01/2021 00:00:00,56
12/01/2021 00:00:00,44
01/01/2022 00:00:00,53
02/01/2022 00:00:00,39
03/01/2022 00:00:00,71
04/01/2022 00:00:00,72
05/01/2022 00:00:00,40
07/01/2022 00:00:00,97
08/01/2022 00:00:00,90
09/01/2022 00:00:00,84
10/01/2022 00:00:00,81
11/01/2022 00:00:00,42
12/01/2022 00:00:00,100
