,MVT_GT_Cincinnati OH
03/01/2016 00:00:00,89
04/01/2016 00:00:00,45
05/01/2016 00:00:00,66
06/01/2016 00:00:00,66
09/01/2016 00:00:00,43
11/01/2016 00:00:00,51
02/01/2017 00:00:00,60
05/01/2017 00:00:00,35
06/01/2017 00:00:00,48
07/01/2017 00:00:00,60
08/01/2017 00:00:00,44
10/01/2017 00:00:00,33
11/01/2017 00:00:00,52
12/01/2017 00:00:00,65
02/01/2018 00:00:00,53
03/01/2018 00:00:00,52
04/01/2018 00:00:00,38
07/01/2018 00:00:00,57
08/01/2018 00:00:00,49
10/01/2018 00:00:00,63
11/01/2018 00:00:00,60
01/01/2019 00:00:00,38
02/01/2019 00:00:00,53
04/01/2019 00:00:00,53
05/01/2019 00:00:00,58
07/01/2019 00:00:00,45
08/01/2019 00:00:00,94
10/01/2019 00:00:00,54
11/01/2019 00:00:00,40
12/01/2019 00:00:00,41
01/01/2020 00:00:00,47
02/01/2020 00:00:00,54
03/01/2020 00:00:00,28
05/01/2020 00:00:00,54
06/01/2020 00:00:00,28
07/01/2020 00:00:00,37
08/01/2020 00:00:00,56
09/01/2020 00:00:00,39
10/01/2020 00:00:00,34
12/01/2020 00:00:00,48
01/01/2021 00:00:00,35
02/01/2021 00:00:00,47
03/01/2021 00:00:00,50
05/01/2021 00:00:00,40
06/01/2021 00:00:00,90
08/01/2021 00:00:00,44
09/01/2021 00:00:00,34
10/01/2021 00:00:00,90
11/01/2021 00:00:00,56
12/01/2021 00:00:00,43
01/01/2022 00:00:00,94
03/01/2022 00:00:00,81
04/01/2022 00:00:00,55
05/01/2022 00:00:00,35
06/01/2022 00:00:00,35
07/01/2022 00:00:00,83
08/01/2022 00:00:00,76
09/01/2022 00:00:00,100
10/01/2022 00:00:00,88
12/01/2022 00:00:00,97
