,MVT_GT_Tulsa OK
2015-03-01 00:00:00,76
2015-06-01 00:00:00,62
2015-08-01 00:00:00,45
2015-10-01 00:00:00,38
2016-02-01 00:00:00,57
2016-03-01 00:00:00,25
2016-05-01 00:00:00,100
2016-06-01 00:00:00,44
2016-07-01 00:00:00,51
2016-08-01 00:00:00,66
2016-09-01 00:00:00,23
2016-10-01 00:00:00,23
2016-11-01 00:00:00,46
2016-12-01 00:00:00,31
2017-01-01 00:00:00,46
2017-02-01 00:00:00,34
2017-05-01 00:00:00,57
2017-06-01 00:00:00,24
2017-08-01 00:00:00,15
2017-10-01 00:00:00,30
2017-11-01 00:00:00,34
2018-02-01 00:00:00,56
2018-03-01 00:00:00,45
2018-04-01 00:00:00,58
2018-05-01 00:00:00,43
2018-06-01 00:00:00,78
2018-08-01 00:00:00,53
2018-09-01 00:00:00,59
2018-10-01 00:00:00,52
2018-11-01 00:00:00,50
2018-12-01 00:00:00,70
2019-01-01 00:00:00,35
2019-02-01 00:00:00,55
2019-03-01 00:00:00,52
2019-06-01 00:00:00,50
2019-07-01 00:00:00,27
2019-08-01 00:00:00,40
2019-09-01 00:00:00,41
2019-10-01 00:00:00,45
2019-11-01 00:00:00,54
2019-12-01 00:00:00,57
2020-03-01 00:00:00,48
2020-05-01 00:00:00,29
2020-06-01 00:00:00,24
2020-07-01 00:00:00,26
2020-08-01 00:00:00,67
2020-09-01 00:00:00,33
2020-10-01 00:00:00,60
2020-11-01 00:00:00,65
2021-01-01 00:00:00,54
2021-02-01 00:00:00,42
2021-04-01 00:00:00,43
2021-05-01 00:00:00,38
2021-06-01 00:00:00,62
2021-07-01 00:00:00,59
2021-08-01 00:00:00,65
2021-09-01 00:00:00,25
2021-10-01 00:00:00,23
2022-01-01 00:00:00,49
2022-02-01 00:00:00,60
2022-04-01 00:00:00,38
2022-05-01 00:00:00,97
2022-06-01 00:00:00,35
2022-08-01 00:00:00,57
2022-09-01 00:00:00,26
