,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,87
2015-05-01 00:00:00,37
2015-08-01 00:00:00,37
2015-10-01 00:00:00,31
2016-01-01 00:00:00,100
2016-02-01 00:00:00,33
2016-04-01 00:00:00,24
2016-09-01 00:00:00,52
2017-04-01 00:00:00,49
2017-05-01 00:00:00,52
2017-06-01 00:00:00,42
2017-08-01 00:00:00,47
2017-10-01 00:00:00,42
2017-11-01 00:00:00,58
2017-12-01 00:00:00,44
2018-01-01 00:00:00,23
2018-02-01 00:00:00,58
2018-03-01 00:00:00,23
2018-05-01 00:00:00,19
2018-06-01 00:00:00,36
2018-07-01 00:00:00,46
2018-08-01 00:00:00,45
2018-09-01 00:00:00,32
2018-10-01 00:00:00,50
2018-12-01 00:00:00,20
2019-01-01 00:00:00,21
2019-03-01 00:00:00,27
2019-05-01 00:00:00,29
2019-11-01 00:00:00,23
2020-01-01 00:00:00,18
2020-05-01 00:00:00,31
2020-06-01 00:00:00,48
2020-07-01 00:00:00,45
2020-09-01 00:00:00,59
2020-10-01 00:00:00,71
2020-12-01 00:00:00,38
2021-01-01 00:00:00,33
2021-03-01 00:00:00,35
2021-11-01 00:00:00,39
2022-01-01 00:00:00,51
2022-02-01 00:00:00,44
2022-03-01 00:00:00,28
2022-06-01 00:00:00,36
2022-07-01 00:00:00,41
2022-08-01 00:00:00,32
2022-12-01 00:00:00,40
