,MVT_GT_New Orleans LA
04/01/2015 00:00:00,87
06/01/2015 00:00:00,81
07/01/2015 00:00:00,96
09/01/2015 00:00:00,79
07/01/2016 00:00:00,63
08/01/2016 00:00:00,81
12/01/2016 00:00:00,53
01/01/2017 00:00:00,60
06/01/2017 00:00:00,51
07/01/2017 00:00:00,98
09/01/2017 00:00:00,44
10/01/2017 00:00:00,57
11/01/2017 00:00:00,48
12/01/2017 00:00:00,44
01/01/2018 00:00:00,59
07/01/2018 00:00:00,42
11/01/2018 00:00:00,61
12/01/2018 00:00:00,73
01/01/2019 00:00:00,61
05/01/2019 00:00:00,74
06/01/2019 00:00:00,69
07/01/2019 00:00:00,47
11/01/2019 00:00:00,61
12/01/2019 00:00:00,47
01/01/2020 00:00:00,76
04/01/2020 00:00:00,65
05/01/2020 00:00:00,35
09/01/2020 00:00:00,44
10/01/2020 00:00:00,45
12/01/2020 00:00:00,44
03/01/2021 00:00:00,37
04/01/2021 00:00:00,46
11/01/2021 00:00:00,48
12/01/2021 00:00:00,47
01/01/2022 00:00:00,46
02/01/2022 00:00:00,84
03/01/2022 00:00:00,75
04/01/2022 00:00:00,88
05/01/2022 00:00:00,33
07/01/2022 00:00:00,73
08/01/2022 00:00:00,73
09/01/2022 00:00:00,43
11/01/2022 00:00:00,45
12/01/2022 00:00:00,100
