,MVT_GT_Louisville KY
2015-03-01 00:00:00,55
2015-05-01 00:00:00,41
2015-09-01 00:00:00,44
2016-01-01 00:00:00,45
2016-03-01 00:00:00,26
2016-04-01 00:00:00,44
2016-05-01 00:00:00,38
2016-06-01 00:00:00,47
2016-08-01 00:00:00,40
2016-10-01 00:00:00,72
2016-11-01 00:00:00,63
2017-02-01 00:00:00,46
2017-03-01 00:00:00,19
2017-04-01 00:00:00,43
2017-05-01 00:00:00,38
2017-06-01 00:00:00,34
2017-07-01 00:00:00,34
2017-08-01 00:00:00,34
2017-09-01 00:00:00,100
2017-11-01 00:00:00,42
2018-01-01 00:00:00,55
2018-02-01 00:00:00,32
2018-03-01 00:00:00,32
2018-04-01 00:00:00,40
2018-05-01 00:00:00,49
2018-06-01 00:00:00,62
2018-08-01 00:00:00,36
2018-09-01 00:00:00,61
2018-11-01 00:00:00,36
2019-01-01 00:00:00,40
2019-04-01 00:00:00,23
2019-06-01 00:00:00,50
2019-08-01 00:00:00,25
2019-12-01 00:00:00,72
2020-01-01 00:00:00,49
2020-02-01 00:00:00,34
2020-03-01 00:00:00,43
2020-04-01 00:00:00,57
2020-05-01 00:00:00,16
2020-06-01 00:00:00,57
2020-07-01 00:00:00,40
2020-08-01 00:00:00,32
2020-09-01 00:00:00,27
2020-10-01 00:00:00,50
2020-11-01 00:00:00,71
2020-12-01 00:00:00,26
2021-01-01 00:00:00,68
2021-03-01 00:00:00,41
2021-04-01 00:00:00,42
2021-05-01 00:00:00,24
2021-06-01 00:00:00,59
2021-07-01 00:00:00,35
2021-09-01 00:00:00,29
2021-10-01 00:00:00,32
2021-11-01 00:00:00,89
2021-12-01 00:00:00,50
2022-01-01 00:00:00,95
2022-04-01 00:00:00,48
2022-05-01 00:00:00,30
2022-06-01 00:00:00,40
2022-07-01 00:00:00,35
2022-08-01 00:00:00,28
2022-09-01 00:00:00,46
2022-10-01 00:00:00,44
2022-11-01 00:00:00,45
2022-12-01 00:00:00,21
