,MVT_GT_Colorado Springs-Pueblo CO
2015-02-01 00:00:00,71
2015-03-01 00:00:00,57
2015-08-01 00:00:00,100
2016-05-01 00:00:00,45
2016-07-01 00:00:00,50
2016-08-01 00:00:00,37
2016-10-01 00:00:00,56
2017-01-01 00:00:00,49
2017-02-01 00:00:00,58
2017-04-01 00:00:00,60
2017-05-01 00:00:00,25
2017-07-01 00:00:00,46
2017-10-01 00:00:00,44
2017-11-01 00:00:00,55
2018-01-01 00:00:00,55
2018-02-01 00:00:00,81
2018-05-01 00:00:00,51
2018-06-01 00:00:00,62
2018-08-01 00:00:00,24
2018-09-01 00:00:00,32
2019-02-01 00:00:00,46
2019-03-01 00:00:00,49
2019-04-01 00:00:00,31
2019-06-01 00:00:00,85
2019-07-01 00:00:00,32
2019-08-01 00:00:00,33
2019-09-01 00:00:00,47
2019-11-01 00:00:00,28
2020-01-01 00:00:00,65
2020-03-01 00:00:00,78
2020-04-01 00:00:00,21
2020-06-01 00:00:00,36
2020-07-01 00:00:00,29
2020-08-01 00:00:00,33
2020-10-01 00:00:00,65
2021-02-01 00:00:00,62
2021-05-01 00:00:00,38
2021-06-01 00:00:00,26
2021-08-01 00:00:00,24
2021-09-01 00:00:00,79
2021-12-01 00:00:00,27
2022-01-01 00:00:00,36
2022-02-01 00:00:00,76
2022-03-01 00:00:00,56
2022-04-01 00:00:00,20
2022-05-01 00:00:00,58
2022-06-01 00:00:00,62
2022-07-01 00:00:00,73
2022-08-01 00:00:00,51
2022-09-01 00:00:00,50
2022-10-01 00:00:00,27
2022-11-01 00:00:00,27
2022-12-01 00:00:00,65
