,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,43
2015-02-01 00:00:00,32
2015-05-01 00:00:00,23
2015-06-01 00:00:00,39
2015-07-01 00:00:00,45
2015-10-01 00:00:00,34
2015-12-01 00:00:00,28
2016-01-01 00:00:00,23
2016-04-01 00:00:00,28
2016-07-01 00:00:00,21
2016-08-01 00:00:00,22
2016-09-01 00:00:00,21
2016-11-01 00:00:00,36
2017-01-01 00:00:00,32
2017-02-01 00:00:00,22
2017-03-01 00:00:00,24
2017-04-01 00:00:00,41
2017-06-01 00:00:00,22
2017-07-01 00:00:00,21
2017-08-01 00:00:00,16
2017-09-01 00:00:00,30
2017-10-01 00:00:00,48
2017-11-01 00:00:00,20
2017-12-01 00:00:00,50
2018-01-01 00:00:00,20
2018-02-01 00:00:00,54
2018-04-01 00:00:00,49
2018-05-01 00:00:00,37
2018-06-01 00:00:00,26
2018-07-01 00:00:00,100
2018-08-01 00:00:00,24
2018-09-01 00:00:00,76
2018-10-01 00:00:00,24
2019-04-01 00:00:00,39
2019-05-01 00:00:00,61
2019-06-01 00:00:00,49
2019-07-01 00:00:00,17
2019-08-01 00:00:00,66
2019-10-01 00:00:00,16
2019-11-01 00:00:00,23
2019-12-01 00:00:00,22
2020-01-01 00:00:00,30
2020-02-01 00:00:00,21
2020-03-01 00:00:00,22
2020-04-01 00:00:00,18
2020-05-01 00:00:00,27
2020-06-01 00:00:00,42
2020-08-01 00:00:00,40
2020-10-01 00:00:00,53
2020-11-01 00:00:00,22
2020-12-01 00:00:00,98
2021-01-01 00:00:00,40
2021-03-01 00:00:00,57
2021-04-01 00:00:00,29
2021-11-01 00:00:00,32
2021-12-01 00:00:00,49
2022-01-01 00:00:00,33
2022-02-01 00:00:00,30
2022-03-01 00:00:00,49
2022-04-01 00:00:00,31
2022-06-01 00:00:00,32
2022-07-01 00:00:00,55
2022-08-01 00:00:00,48
2022-09-01 00:00:00,76
2022-10-01 00:00:00,38
2022-11-01 00:00:00,32
2022-12-01 00:00:00,30
