,MVT_GT_Omaha NE
2015-02-01 00:00:00,41
2015-03-01 00:00:00,24
2015-04-01 00:00:00,43
2015-07-01 00:00:00,22
2015-10-01 00:00:00,31
2015-11-01 00:00:00,34
2015-12-01 00:00:00,23
2016-03-01 00:00:00,43
2016-06-01 00:00:00,22
2016-07-01 00:00:00,21
2016-08-01 00:00:00,19
2016-09-01 00:00:00,30
2016-10-01 00:00:00,39
2016-12-01 00:00:00,43
2017-02-01 00:00:00,40
2017-04-01 00:00:00,48
2017-06-01 00:00:00,36
2017-07-01 00:00:00,72
2017-08-01 00:00:00,28
2017-10-01 00:00:00,32
2017-11-01 00:00:00,31
2018-01-01 00:00:00,53
2018-03-01 00:00:00,26
2018-04-01 00:00:00,15
2018-05-01 00:00:00,46
2018-09-01 00:00:00,35
2018-10-01 00:00:00,42
2019-01-01 00:00:00,30
2019-03-01 00:00:00,20
2019-04-01 00:00:00,27
2019-05-01 00:00:00,59
2019-07-01 00:00:00,56
2019-08-01 00:00:00,28
2019-09-01 00:00:00,20
2019-10-01 00:00:00,33
2019-11-01 00:00:00,35
2019-12-01 00:00:00,55
2020-01-01 00:00:00,31
2020-02-01 00:00:00,38
2020-04-01 00:00:00,42
2020-05-01 00:00:00,46
2020-06-01 00:00:00,27
2020-08-01 00:00:00,22
2020-09-01 00:00:00,45
2020-10-01 00:00:00,66
2020-11-01 00:00:00,18
2020-12-01 00:00:00,44
2021-02-01 00:00:00,29
2021-04-01 00:00:00,33
2021-05-01 00:00:00,78
2021-08-01 00:00:00,34
2021-10-01 00:00:00,32
2021-12-01 00:00:00,74
2022-02-01 00:00:00,17
2022-04-01 00:00:00,37
2022-05-01 00:00:00,16
2022-07-01 00:00:00,24
2022-08-01 00:00:00,47
2022-09-01 00:00:00,100
2022-10-01 00:00:00,16
2022-11-01 00:00:00,39
2022-12-01 00:00:00,30
