,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,26
2015-06-01 00:00:00,32
2015-07-01 00:00:00,42
2015-08-01 00:00:00,58
2016-02-01 00:00:00,22
2016-06-01 00:00:00,25
2016-08-01 00:00:00,20
2016-09-01 00:00:00,20
2016-11-01 00:00:00,22
2016-12-01 00:00:00,33
2017-01-01 00:00:00,30
2017-02-01 00:00:00,18
2017-04-01 00:00:00,30
2017-05-01 00:00:00,32
2017-08-01 00:00:00,54
2017-09-01 00:00:00,24
2017-11-01 00:00:00,28
2017-12-01 00:00:00,19
2018-01-01 00:00:00,32
2018-03-01 00:00:00,18
2018-04-01 00:00:00,26
2018-05-01 00:00:00,28
2018-09-01 00:00:00,19
2019-05-01 00:00:00,24
2019-06-01 00:00:00,26
2019-09-01 00:00:00,26
2019-10-01 00:00:00,30
2019-11-01 00:00:00,22
2020-02-01 00:00:00,22
2020-05-01 00:00:00,16
2020-06-01 00:00:00,21
2020-11-01 00:00:00,39
2020-12-01 00:00:00,27
2021-01-01 00:00:00,16
2021-02-01 00:00:00,21
2021-03-01 00:00:00,25
2021-04-01 00:00:00,48
2021-05-01 00:00:00,23
2021-07-01 00:00:00,41
2021-08-01 00:00:00,43
2021-09-01 00:00:00,18
2021-11-01 00:00:00,100
2022-01-01 00:00:00,36
2022-02-01 00:00:00,26
2022-03-01 00:00:00,39
2022-06-01 00:00:00,29
2022-07-01 00:00:00,35
2022-10-01 00:00:00,21
2022-12-01 00:00:00,18
