,MVT_GT_New Orleans LA
03/01/2015 00:00:00,70
08/01/2016 00:00:00,100
10/01/2016 00:00:00,48
11/01/2016 00:00:00,49
02/01/2017 00:00:00,58
04/01/2017 00:00:00,58
05/01/2017 00:00:00,45
06/01/2017 00:00:00,59
07/01/2017 00:00:00,55
09/01/2017 00:00:00,90
10/01/2017 00:00:00,53
11/01/2017 00:00:00,45
02/01/2018 00:00:00,62
03/01/2018 00:00:00,50
04/01/2018 00:00:00,78
07/01/2018 00:00:00,51
08/01/2018 00:00:00,51
09/01/2018 00:00:00,58
12/01/2018 00:00:00,67
01/01/2019 00:00:00,46
03/01/2019 00:00:00,48
05/01/2019 00:00:00,58
06/01/2019 00:00:00,74
07/01/2019 00:00:00,63
10/01/2019 00:00:00,59
12/01/2019 00:00:00,43
01/01/2020 00:00:00,97
02/01/2020 00:00:00,45
03/01/2020 00:00:00,38
04/01/2020 00:00:00,64
06/01/2020 00:00:00,44
07/01/2020 00:00:00,39
08/01/2020 00:00:00,51
09/01/2020 00:00:00,51
10/01/2020 00:00:00,55
11/01/2020 00:00:00,55
01/01/2021 00:00:00,40
04/01/2021 00:00:00,43
11/01/2021 00:00:00,46
12/01/2021 00:00:00,61
02/01/2022 00:00:00,61
04/01/2022 00:00:00,76
05/01/2022 00:00:00,41
07/01/2022 00:00:00,81
08/01/2022 00:00:00,47
09/01/2022 00:00:00,47
10/01/2022 00:00:00,55
11/01/2022 00:00:00,41
12/01/2022 00:00:00,65
