,MVT_GT_Memphis TN
2015-03-01 00:00:00,36
2015-04-01 00:00:00,22
2015-06-01 00:00:00,47
2015-12-01 00:00:00,100
2016-01-01 00:00:00,31
2016-03-01 00:00:00,34
2016-04-01 00:00:00,83
2016-07-01 00:00:00,96
2016-08-01 00:00:00,29
2016-09-01 00:00:00,58
2016-10-01 00:00:00,31
2016-11-01 00:00:00,42
2016-12-01 00:00:00,53
2017-01-01 00:00:00,58
2017-04-01 00:00:00,83
2017-05-01 00:00:00,83
2017-06-01 00:00:00,18
2017-07-01 00:00:00,35
2017-08-01 00:00:00,51
2017-09-01 00:00:00,54
2017-10-01 00:00:00,23
2017-11-01 00:00:00,68
2018-01-01 00:00:00,37
2018-02-01 00:00:00,52
2018-03-01 00:00:00,40
2018-04-01 00:00:00,55
2018-07-01 00:00:00,31
2018-09-01 00:00:00,36
2018-10-01 00:00:00,18
2018-12-01 00:00:00,22
2019-02-01 00:00:00,95
2019-03-01 00:00:00,22
2019-04-01 00:00:00,24
2019-05-01 00:00:00,34
2019-06-01 00:00:00,32
2019-08-01 00:00:00,50
2019-09-01 00:00:00,35
2019-10-01 00:00:00,41
2019-12-01 00:00:00,97
2020-01-01 00:00:00,36
2020-06-01 00:00:00,39
2020-08-01 00:00:00,33
2020-09-01 00:00:00,86
2020-10-01 00:00:00,34
2020-11-01 00:00:00,22
2020-12-01 00:00:00,66
2021-01-01 00:00:00,26
2021-02-01 00:00:00,69
2021-06-01 00:00:00,82
2021-07-01 00:00:00,69
2021-08-01 00:00:00,21
2021-09-01 00:00:00,19
2021-10-01 00:00:00,75
2021-11-01 00:00:00,69
2021-12-01 00:00:00,78
2022-01-01 00:00:00,22
2022-02-01 00:00:00,34
2022-03-01 00:00:00,14
2022-04-01 00:00:00,64
2022-05-01 00:00:00,21
2022-06-01 00:00:00,16
2022-07-01 00:00:00,59
2022-08-01 00:00:00,88
2022-10-01 00:00:00,77
2022-11-01 00:00:00,41
2022-12-01 00:00:00,82
