,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,11
2015-02-01 00:00:00,26
2015-04-01 00:00:00,9
2015-06-01 00:00:00,18
2015-08-01 00:00:00,51
2015-09-01 00:00:00,35
2016-01-01 00:00:00,18
2016-04-01 00:00:00,33
2016-05-01 00:00:00,100
2016-06-01 00:00:00,28
2016-07-01 00:00:00,67
2016-08-01 00:00:00,26
2016-09-01 00:00:00,27
2016-10-01 00:00:00,44
2016-11-01 00:00:00,22
2016-12-01 00:00:00,36
2017-01-01 00:00:00,34
2017-04-01 00:00:00,31
2017-05-01 00:00:00,60
2017-06-01 00:00:00,49
2017-07-01 00:00:00,66
2017-09-01 00:00:00,41
2017-10-01 00:00:00,73
2017-11-01 00:00:00,45
2018-01-01 00:00:00,20
2018-02-01 00:00:00,50
2018-03-01 00:00:00,49
2018-04-01 00:00:00,28
2018-05-01 00:00:00,53
2018-06-01 00:00:00,19
2018-08-01 00:00:00,40
2018-09-01 00:00:00,17
2019-01-01 00:00:00,29
2019-02-01 00:00:00,47
2019-03-01 00:00:00,21
2019-04-01 00:00:00,15
2019-05-01 00:00:00,30
2019-09-01 00:00:00,27
2019-10-01 00:00:00,12
2019-11-01 00:00:00,39
2019-12-01 00:00:00,58
2020-03-01 00:00:00,43
2020-04-01 00:00:00,28
2020-05-01 00:00:00,21
2020-06-01 00:00:00,35
2020-07-01 00:00:00,46
2020-08-01 00:00:00,19
2020-10-01 00:00:00,15
2020-11-01 00:00:00,16
2020-12-01 00:00:00,29
2021-02-01 00:00:00,55
2021-05-01 00:00:00,23
2021-06-01 00:00:00,39
2021-07-01 00:00:00,43
2021-10-01 00:00:00,16
2021-11-01 00:00:00,16
2021-12-01 00:00:00,25
2022-01-01 00:00:00,17
2022-02-01 00:00:00,37
2022-03-01 00:00:00,51
2022-04-01 00:00:00,14
2022-05-01 00:00:00,22
2022-06-01 00:00:00,32
2022-08-01 00:00:00,29
2022-09-01 00:00:00,33
2022-11-01 00:00:00,55
2022-12-01 00:00:00,30
