,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,29
2015-03-01 00:00:00,20
2015-08-01 00:00:00,100
2016-04-01 00:00:00,28
2016-06-01 00:00:00,21
2016-07-01 00:00:00,24
2016-09-01 00:00:00,31
2016-11-01 00:00:00,12
2017-01-01 00:00:00,36
2017-03-01 00:00:00,30
2017-04-01 00:00:00,10
2017-09-01 00:00:00,24
2018-05-01 00:00:00,15
2018-08-01 00:00:00,13
2018-09-01 00:00:00,11
2018-10-01 00:00:00,19
2018-11-01 00:00:00,23
2019-01-01 00:00:00,13
2019-02-01 00:00:00,15
2019-05-01 00:00:00,9
2019-06-01 00:00:00,23
2019-07-01 00:00:00,10
2019-09-01 00:00:00,20
2019-10-01 00:00:00,13
2019-12-01 00:00:00,23
2020-02-01 00:00:00,20
2020-05-01 00:00:00,26
2020-06-01 00:00:00,11
2020-09-01 00:00:00,19
2020-11-01 00:00:00,27
2020-12-01 00:00:00,17
2021-01-01 00:00:00,9
2021-02-01 00:00:00,19
2021-03-01 00:00:00,10
2021-06-01 00:00:00,13
2021-07-01 00:00:00,19
2021-08-01 00:00:00,8
2021-09-01 00:00:00,8
2021-10-01 00:00:00,30
2021-11-01 00:00:00,16
2021-12-01 00:00:00,9
2022-02-01 00:00:00,12
2022-03-01 00:00:00,27
2022-04-01 00:00:00,15
2022-06-01 00:00:00,9
2022-07-01 00:00:00,15
2022-08-01 00:00:00,13
2022-09-01 00:00:00,16
2022-11-01 00:00:00,28
2022-12-01 00:00:00,23
