,MVT_GT_New Orleans LA
04/01/2016 00:00:00,44
08/01/2016 00:00:00,61
12/01/2016 00:00:00,40
01/01/2017 00:00:00,74
12/01/2017 00:00:00,62
02/01/2018 00:00:00,54
03/01/2018 00:00:00,43
05/01/2018 00:00:00,44
07/01/2018 00:00:00,41
08/01/2018 00:00:00,58
11/01/2018 00:00:00,44
12/01/2018 00:00:00,70
01/01/2019 00:00:00,42
05/01/2019 00:00:00,65
06/01/2019 00:00:00,58
07/01/2019 00:00:00,72
08/01/2019 00:00:00,51
11/01/2019 00:00:00,44
01/01/2020 00:00:00,89
04/01/2020 00:00:00,57
07/01/2020 00:00:00,33
08/01/2020 00:00:00,40
09/01/2020 00:00:00,38
10/01/2020 00:00:00,41
01/01/2021 00:00:00,34
06/01/2021 00:00:00,43
09/01/2021 00:00:00,74
12/01/2021 00:00:00,55
01/01/2022 00:00:00,46
02/01/2022 00:00:00,53
03/01/2022 00:00:00,47
04/01/2022 00:00:00,66
06/01/2022 00:00:00,55
07/01/2022 00:00:00,66
08/01/2022 00:00:00,51
09/01/2022 00:00:00,34
10/01/2022 00:00:00,41
11/01/2022 00:00:00,44
12/01/2022 00:00:00,100
