,MVT_GT_Tucson AZ
2015-01-01 00:00:00,39
2015-07-01 00:00:00,62
2015-09-01 00:00:00,48
2016-01-01 00:00:00,59
2016-04-01 00:00:00,37
2016-07-01 00:00:00,63
2016-08-01 00:00:00,32
2016-09-01 00:00:00,51
2016-10-01 00:00:00,100
2016-12-01 00:00:00,27
2017-01-01 00:00:00,73
2017-04-01 00:00:00,34
2017-05-01 00:00:00,63
2017-07-01 00:00:00,69
2017-08-01 00:00:00,61
2017-10-01 00:00:00,93
2017-11-01 00:00:00,60
2017-12-01 00:00:00,33
2018-03-01 00:00:00,49
2018-04-01 00:00:00,86
2018-07-01 00:00:00,47
2018-10-01 00:00:00,28
2019-01-01 00:00:00,26
2019-03-01 00:00:00,24
2019-04-01 00:00:00,81
2019-05-01 00:00:00,57
2019-06-01 00:00:00,40
2019-08-01 00:00:00,25
2019-11-01 00:00:00,63
2020-01-01 00:00:00,84
2020-04-01 00:00:00,38
2020-05-01 00:00:00,74
2020-08-01 00:00:00,45
2020-09-01 00:00:00,48
2020-10-01 00:00:00,36
2020-11-01 00:00:00,38
2021-02-01 00:00:00,36
2021-04-01 00:00:00,32
2021-08-01 00:00:00,86
2021-10-01 00:00:00,36
2021-11-01 00:00:00,37
2021-12-01 00:00:00,38
2022-01-01 00:00:00,26
2022-02-01 00:00:00,39
2022-03-01 00:00:00,75
2022-04-01 00:00:00,46
2022-05-01 00:00:00,32
2022-06-01 00:00:00,23
2022-08-01 00:00:00,60
2022-09-01 00:00:00,70
2022-12-01 00:00:00,75
