,MVT_GT_New Orleans LA
01/01/2015 00:00:00,56
04/01/2015 00:00:00,82
06/01/2015 00:00:00,76
07/01/2015 00:00:00,90
09/01/2015 00:00:00,75
08/01/2016 00:00:00,100
01/01/2017 00:00:00,41
07/01/2017 00:00:00,92
09/01/2017 00:00:00,42
10/01/2017 00:00:00,54
11/01/2017 00:00:00,45
12/01/2017 00:00:00,53
01/01/2018 00:00:00,56
10/01/2018 00:00:00,50
11/01/2018 00:00:00,58
12/01/2018 00:00:00,69
05/01/2019 00:00:00,69
06/01/2019 00:00:00,65
07/01/2019 00:00:00,52
09/01/2019 00:00:00,52
11/01/2019 00:00:00,58
12/01/2019 00:00:00,44
01/01/2020 00:00:00,72
04/01/2020 00:00:00,63
05/01/2020 00:00:00,33
09/01/2020 00:00:00,42
10/01/2020 00:00:00,42
12/01/2020 00:00:00,42
02/01/2021 00:00:00,44
03/01/2021 00:00:00,35
04/01/2021 00:00:00,44
05/01/2021 00:00:00,76
12/01/2021 00:00:00,44
01/01/2022 00:00:00,43
02/01/2022 00:00:00,67
03/01/2022 00:00:00,71
04/01/2022 00:00:00,82
05/01/2022 00:00:00,31
07/01/2022 00:00:00,40
08/01/2022 00:00:00,69
09/01/2022 00:00:00,40
11/01/2022 00:00:00,43
12/01/2022 00:00:00,94
