,MVT_GT_New Orleans LA
08/01/2016 00:00:00,79
02/01/2017 00:00:00,56
03/01/2017 00:00:00,42
05/01/2017 00:00:00,74
06/01/2017 00:00:00,51
07/01/2017 00:00:00,82
09/01/2017 00:00:00,42
11/01/2017 00:00:00,46
02/01/2018 00:00:00,50
03/01/2018 00:00:00,50
08/01/2018 00:00:00,40
09/01/2018 00:00:00,44
12/01/2018 00:00:00,86
05/01/2019 00:00:00,51
06/01/2019 00:00:00,60
07/01/2019 00:00:00,78
09/01/2019 00:00:00,42
11/01/2019 00:00:00,43
01/01/2020 00:00:00,100
02/01/2020 00:00:00,43
04/01/2020 00:00:00,58
05/01/2020 00:00:00,30
06/01/2020 00:00:00,38
07/01/2020 00:00:00,57
08/01/2020 00:00:00,43
10/01/2020 00:00:00,70
11/01/2020 00:00:00,50
12/01/2020 00:00:00,40
01/01/2021 00:00:00,38
11/01/2021 00:00:00,53
12/01/2021 00:00:00,42
01/01/2022 00:00:00,49
02/01/2022 00:00:00,65
03/01/2022 00:00:00,51
04/01/2022 00:00:00,77
05/01/2022 00:00:00,35
06/01/2022 00:00:00,83
07/01/2022 00:00:00,40
08/01/2022 00:00:00,47
09/01/2022 00:00:00,46
10/01/2022 00:00:00,45
11/01/2022 00:00:00,56
12/01/2022 00:00:00,55
