,MVT_GT_Colorado Springs-Pueblo CO
2015-02-01 00:00:00,68
2015-04-01 00:00:00,34
2015-09-01 00:00:00,35
2016-01-01 00:00:00,19
2016-02-01 00:00:00,18
2016-03-01 00:00:00,30
2016-05-01 00:00:00,17
2016-07-01 00:00:00,27
2016-08-01 00:00:00,46
2016-09-01 00:00:00,21
2016-10-01 00:00:00,48
2016-11-01 00:00:00,24
2016-12-01 00:00:00,27
2017-02-01 00:00:00,56
2017-03-01 00:00:00,26
2017-04-01 00:00:00,20
2017-05-01 00:00:00,12
2017-07-01 00:00:00,72
2017-08-01 00:00:00,74
2017-11-01 00:00:00,33
2018-02-01 00:00:00,33
2018-05-01 00:00:00,16
2018-06-01 00:00:00,41
2018-08-01 00:00:00,25
2018-09-01 00:00:00,100
2018-12-01 00:00:00,23
2019-01-01 00:00:00,19
2019-03-01 00:00:00,28
2019-04-01 00:00:00,30
2019-06-01 00:00:00,20
2019-07-01 00:00:00,45
2019-08-01 00:00:00,33
2019-11-01 00:00:00,22
2020-01-01 00:00:00,28
2020-02-01 00:00:00,14
2020-04-01 00:00:00,22
2020-06-01 00:00:00,41
2020-07-01 00:00:00,34
2020-08-01 00:00:00,17
2020-09-01 00:00:00,12
2020-10-01 00:00:00,23
2020-11-01 00:00:00,18
2021-01-01 00:00:00,21
2021-02-01 00:00:00,31
2021-03-01 00:00:00,16
2021-05-01 00:00:00,14
2021-06-01 00:00:00,21
2021-07-01 00:00:00,36
2021-08-01 00:00:00,16
2021-09-01 00:00:00,25
2021-11-01 00:00:00,18
2021-12-01 00:00:00,13
2022-01-01 00:00:00,13
2022-02-01 00:00:00,43
2022-03-01 00:00:00,13
2022-04-01 00:00:00,20
2022-05-01 00:00:00,15
2022-06-01 00:00:00,14
2022-07-01 00:00:00,20
2022-08-01 00:00:00,33
2022-09-01 00:00:00,40
2022-12-01 00:00:00,28
