,MVT_GT_New Orleans LA
04/01/2016 00:00:00,100
05/01/2016 00:00:00,37
08/01/2016 00:00:00,46
09/01/2016 00:00:00,82
10/01/2016 00:00:00,35
02/01/2017 00:00:00,50
05/01/2017 00:00:00,37
06/01/2017 00:00:00,41
07/01/2017 00:00:00,42
12/01/2017 00:00:00,32
02/01/2018 00:00:00,45
04/01/2018 00:00:00,34
09/01/2018 00:00:00,36
12/01/2018 00:00:00,49
06/01/2019 00:00:00,54
07/01/2019 00:00:00,39
11/01/2019 00:00:00,32
12/01/2019 00:00:00,31
01/01/2020 00:00:00,60
02/01/2020 00:00:00,47
03/01/2020 00:00:00,29
04/01/2020 00:00:00,49
05/01/2020 00:00:00,34
06/01/2020 00:00:00,44
08/01/2020 00:00:00,42
10/01/2020 00:00:00,35
03/01/2021 00:00:00,50
11/01/2021 00:00:00,51
12/01/2021 00:00:00,38
01/01/2022 00:00:00,45
02/01/2022 00:00:00,39
03/01/2022 00:00:00,42
04/01/2022 00:00:00,52
07/01/2022 00:00:00,54
08/01/2022 00:00:00,34
09/01/2022 00:00:00,31
10/01/2022 00:00:00,33
11/01/2022 00:00:00,50
12/01/2022 00:00:00,42
