,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,49
04/01/2015 00:00:00,100
01/01/2016 00:00:00,43
03/01/2016 00:00:00,68
04/01/2016 00:00:00,50
05/01/2016 00:00:00,39
06/01/2016 00:00:00,75
07/01/2016 00:00:00,47
08/01/2016 00:00:00,48
09/01/2016 00:00:00,40
10/01/2016 00:00:00,49
12/01/2016 00:00:00,39
02/01/2017 00:00:00,36
03/01/2017 00:00:00,38
06/01/2017 00:00:00,45
07/01/2017 00:00:00,58
08/01/2017 00:00:00,47
12/01/2017 00:00:00,70
01/01/2018 00:00:00,41
02/01/2018 00:00:00,40
03/01/2018 00:00:00,54
04/01/2018 00:00:00,53
05/01/2018 00:00:00,32
06/01/2018 00:00:00,32
08/01/2018 00:00:00,54
09/01/2018 00:00:00,49
12/01/2018 00:00:00,50
02/01/2019 00:00:00,67
04/01/2019 00:00:00,51
05/01/2019 00:00:00,38
06/01/2019 00:00:00,43
08/01/2019 00:00:00,81
12/01/2019 00:00:00,34
01/01/2020 00:00:00,58
05/01/2020 00:00:00,53
07/01/2020 00:00:00,26
08/01/2020 00:00:00,60
09/01/2020 00:00:00,28
01/01/2021 00:00:00,47
02/01/2021 00:00:00,41
03/01/2021 00:00:00,43
05/01/2021 00:00:00,32
06/01/2021 00:00:00,67
08/01/2021 00:00:00,35
09/01/2021 00:00:00,72
10/01/2021 00:00:00,83
11/01/2021 00:00:00,74
12/01/2021 00:00:00,34
01/01/2022 00:00:00,56
02/01/2022 00:00:00,36
03/01/2022 00:00:00,66
04/01/2022 00:00:00,63
06/01/2022 00:00:00,64
07/01/2022 00:00:00,97
08/01/2022 00:00:00,83
09/01/2022 00:00:00,99
10/01/2022 00:00:00,68
11/01/2022 00:00:00,33
12/01/2022 00:00:00,99
