,MVT_GT_Cincinnati OH
09/01/2015 00:00:00,81
06/01/2016 00:00:00,59
09/01/2016 00:00:00,62
10/01/2016 00:00:00,58
01/01/2017 00:00:00,42
02/01/2017 00:00:00,46
03/01/2017 00:00:00,50
05/01/2017 00:00:00,46
07/01/2017 00:00:00,71
10/01/2017 00:00:00,37
11/01/2017 00:00:00,49
12/01/2017 00:00:00,66
02/01/2018 00:00:00,46
03/01/2018 00:00:00,65
04/01/2018 00:00:00,34
05/01/2018 00:00:00,38
07/01/2018 00:00:00,39
08/01/2018 00:00:00,68
09/01/2018 00:00:00,67
10/01/2018 00:00:00,35
12/01/2018 00:00:00,52
02/01/2019 00:00:00,60
04/01/2019 00:00:00,38
06/01/2019 00:00:00,40
07/01/2019 00:00:00,49
08/01/2019 00:00:00,84
09/01/2019 00:00:00,50
11/01/2019 00:00:00,33
01/01/2020 00:00:00,58
02/01/2020 00:00:00,37
03/01/2020 00:00:00,44
05/01/2020 00:00:00,36
06/01/2020 00:00:00,31
07/01/2020 00:00:00,35
08/01/2020 00:00:00,57
10/01/2020 00:00:00,32
11/01/2020 00:00:00,31
12/01/2020 00:00:00,60
01/01/2021 00:00:00,44
02/01/2021 00:00:00,53
03/01/2021 00:00:00,57
05/01/2021 00:00:00,40
06/01/2021 00:00:00,100
08/01/2021 00:00:00,48
09/01/2021 00:00:00,57
10/01/2021 00:00:00,99
11/01/2021 00:00:00,52
12/01/2021 00:00:00,34
01/01/2022 00:00:00,61
02/01/2022 00:00:00,38
03/01/2022 00:00:00,54
04/01/2022 00:00:00,64
05/01/2022 00:00:00,36
06/01/2022 00:00:00,45
07/01/2022 00:00:00,62
08/01/2022 00:00:00,73
09/01/2022 00:00:00,86
10/01/2022 00:00:00,76
12/01/2022 00:00:00,94
