,MVT_GT_New Orleans LA
02/01/2016 00:00:00,79
03/01/2016 00:00:00,67
01/01/2017 00:00:00,61
08/01/2017 00:00:00,52
10/01/2017 00:00:00,86
11/01/2017 00:00:00,72
08/01/2018 00:00:00,56
09/01/2018 00:00:00,69
11/01/2018 00:00:00,69
12/01/2018 00:00:00,81
01/01/2019 00:00:00,45
02/01/2019 00:00:00,50
05/01/2019 00:00:00,49
06/01/2019 00:00:00,58
07/01/2019 00:00:00,75
11/01/2019 00:00:00,50
12/01/2019 00:00:00,41
01/01/2020 00:00:00,100
02/01/2020 00:00:00,79
03/01/2020 00:00:00,53
04/01/2020 00:00:00,64
05/01/2020 00:00:00,47
07/01/2020 00:00:00,38
08/01/2020 00:00:00,42
09/01/2020 00:00:00,45
10/01/2020 00:00:00,55
11/01/2020 00:00:00,52
12/01/2020 00:00:00,62
01/01/2021 00:00:00,50
03/01/2021 00:00:00,44
06/01/2021 00:00:00,47
11/01/2021 00:00:00,74
12/01/2021 00:00:00,60
01/01/2022 00:00:00,65
02/01/2022 00:00:00,68
03/01/2022 00:00:00,87
04/01/2022 00:00:00,93
05/01/2022 00:00:00,52
07/01/2022 00:00:00,67
08/01/2022 00:00:00,59
11/01/2022 00:00:00,53
