,MVT_GT_New Orleans LA
08/01/2016 00:00:00,66
11/01/2016 00:00:00,60
05/01/2017 00:00:00,39
06/01/2017 00:00:00,46
09/01/2017 00:00:00,41
10/01/2017 00:00:00,41
11/01/2017 00:00:00,44
12/01/2017 00:00:00,37
02/01/2018 00:00:00,45
08/01/2018 00:00:00,80
11/01/2018 00:00:00,78
12/01/2018 00:00:00,65
02/01/2019 00:00:00,43
06/01/2019 00:00:00,90
07/01/2019 00:00:00,54
11/01/2019 00:00:00,44
12/01/2019 00:00:00,42
01/01/2020 00:00:00,88
02/01/2020 00:00:00,42
03/01/2020 00:00:00,36
04/01/2020 00:00:00,56
08/01/2020 00:00:00,35
09/01/2020 00:00:00,47
10/01/2020 00:00:00,40
12/01/2020 00:00:00,37
01/01/2021 00:00:00,33
04/01/2021 00:00:00,42
05/01/2021 00:00:00,42
11/01/2021 00:00:00,52
12/01/2021 00:00:00,47
01/01/2022 00:00:00,59
02/01/2022 00:00:00,69
03/01/2022 00:00:00,60
04/01/2022 00:00:00,100
07/01/2022 00:00:00,52
08/01/2022 00:00:00,53
09/01/2022 00:00:00,61
10/01/2022 00:00:00,38
11/01/2022 00:00:00,47
12/01/2022 00:00:00,77
