,MVT_GT_Omaha NE
2015-01-01 00:00:00,28
2015-03-01 00:00:00,33
2015-05-01 00:00:00,53
2015-07-01 00:00:00,26
2015-09-01 00:00:00,100
2015-11-01 00:00:00,21
2016-01-01 00:00:00,35
2016-04-01 00:00:00,26
2016-07-01 00:00:00,18
2016-08-01 00:00:00,33
2016-09-01 00:00:00,17
2016-10-01 00:00:00,31
2016-11-01 00:00:00,52
2016-12-01 00:00:00,21
2017-01-01 00:00:00,32
2017-03-01 00:00:00,20
2017-05-01 00:00:00,81
2017-07-01 00:00:00,28
2017-10-01 00:00:00,26
2017-11-01 00:00:00,62
2017-12-01 00:00:00,17
2018-01-01 00:00:00,40
2018-02-01 00:00:00,22
2018-05-01 00:00:00,47
2018-07-01 00:00:00,26
2018-08-01 00:00:00,27
2018-09-01 00:00:00,18
2018-10-01 00:00:00,28
2019-01-01 00:00:00,32
2019-04-01 00:00:00,27
2019-05-01 00:00:00,36
2019-07-01 00:00:00,56
2019-09-01 00:00:00,25
2019-10-01 00:00:00,21
2019-11-01 00:00:00,43
2019-12-01 00:00:00,58
2020-01-01 00:00:00,44
2020-02-01 00:00:00,67
2020-03-01 00:00:00,15
2020-05-01 00:00:00,68
2020-06-01 00:00:00,30
2020-08-01 00:00:00,21
2020-09-01 00:00:00,21
2020-10-01 00:00:00,43
2020-12-01 00:00:00,37
2021-04-01 00:00:00,19
2021-05-01 00:00:00,37
2021-08-01 00:00:00,17
2021-09-01 00:00:00,36
2021-10-01 00:00:00,33
2021-12-01 00:00:00,66
2022-02-01 00:00:00,58
2022-03-01 00:00:00,47
2022-04-01 00:00:00,55
2022-05-01 00:00:00,20
2022-06-01 00:00:00,22
2022-07-01 00:00:00,28
2022-08-01 00:00:00,22
2022-09-01 00:00:00,48
2022-10-01 00:00:00,17
2022-11-01 00:00:00,27
2022-12-01 00:00:00,51
