,MVT_GT_Fresno-Visalia CA
2015-02-01 00:00:00,35
2015-03-01 00:00:00,20
2015-04-01 00:00:00,12
2015-05-01 00:00:00,25
2015-06-01 00:00:00,31
2015-07-01 00:00:00,100
2015-09-01 00:00:00,67
2015-11-01 00:00:00,95
2015-12-01 00:00:00,42
2016-02-01 00:00:00,17
2016-04-01 00:00:00,31
2016-05-01 00:00:00,39
2016-06-01 00:00:00,53
2016-07-01 00:00:00,32
2016-08-01 00:00:00,36
2016-10-01 00:00:00,61
2016-11-01 00:00:00,44
2016-12-01 00:00:00,23
2017-03-01 00:00:00,59
2017-05-01 00:00:00,35
2017-06-01 00:00:00,60
2017-07-01 00:00:00,44
2017-08-01 00:00:00,32
2017-09-01 00:00:00,36
2017-10-01 00:00:00,37
2017-11-01 00:00:00,44
2017-12-01 00:00:00,24
2018-01-01 00:00:00,33
2018-04-01 00:00:00,58
2018-05-01 00:00:00,13
2018-06-01 00:00:00,65
2018-07-01 00:00:00,70
2018-08-01 00:00:00,28
2018-09-01 00:00:00,36
2018-10-01 00:00:00,31
2018-12-01 00:00:00,48
2019-01-01 00:00:00,48
2019-02-01 00:00:00,23
2019-03-01 00:00:00,67
2019-05-01 00:00:00,36
2019-06-01 00:00:00,29
2019-07-01 00:00:00,27
2019-08-01 00:00:00,44
2019-09-01 00:00:00,54
2019-10-01 00:00:00,57
2019-11-01 00:00:00,22
2019-12-01 00:00:00,33
2020-01-01 00:00:00,23
2020-02-01 00:00:00,37
2020-03-01 00:00:00,37
2020-04-01 00:00:00,20
2020-05-01 00:00:00,42
2020-07-01 00:00:00,18
2020-08-01 00:00:00,58
2020-09-01 00:00:00,41
2020-10-01 00:00:00,32
2020-11-01 00:00:00,29
2020-12-01 00:00:00,25
2021-01-01 00:00:00,12
2021-02-01 00:00:00,12
2021-03-01 00:00:00,36
2021-04-01 00:00:00,33
2021-05-01 00:00:00,19
2021-06-01 00:00:00,49
2021-07-01 00:00:00,28
2021-08-01 00:00:00,71
2021-09-01 00:00:00,79
2021-12-01 00:00:00,27
2022-01-01 00:00:00,41
2022-02-01 00:00:00,29
2022-04-01 00:00:00,47
2022-05-01 00:00:00,43
2022-06-01 00:00:00,20
2022-08-01 00:00:00,31
2022-09-01 00:00:00,21
2022-10-01 00:00:00,38
2022-11-01 00:00:00,37
2022-12-01 00:00:00,30
