,MVT_GT_Jacksonville FL
2015-02-01 00:00:00,33
2015-03-01 00:00:00,45
2015-04-01 00:00:00,44
2015-06-01 00:00:00,100
2016-02-01 00:00:00,27
2016-03-01 00:00:00,19
2016-04-01 00:00:00,15
2016-05-01 00:00:00,14
2016-06-01 00:00:00,22
2016-12-01 00:00:00,39
2017-02-01 00:00:00,21
2017-05-01 00:00:00,12
2017-06-01 00:00:00,35
2017-07-01 00:00:00,43
2018-01-01 00:00:00,15
2018-02-01 00:00:00,30
2018-03-01 00:00:00,13
2018-04-01 00:00:00,41
2018-05-01 00:00:00,28
2018-06-01 00:00:00,21
2018-07-01 00:00:00,20
2018-08-01 00:00:00,38
2018-09-01 00:00:00,38
2018-11-01 00:00:00,29
2018-12-01 00:00:00,25
2019-01-01 00:00:00,29
2019-02-01 00:00:00,12
2019-03-01 00:00:00,47
2019-04-01 00:00:00,21
2019-05-01 00:00:00,36
2019-06-01 00:00:00,22
2019-07-01 00:00:00,15
2019-08-01 00:00:00,28
2019-11-01 00:00:00,34
2020-01-01 00:00:00,30
2020-02-01 00:00:00,23
2020-04-01 00:00:00,25
2020-05-01 00:00:00,42
2020-07-01 00:00:00,16
2020-08-01 00:00:00,22
2020-09-01 00:00:00,11
2020-10-01 00:00:00,41
2020-12-01 00:00:00,20
2021-01-01 00:00:00,21
2021-02-01 00:00:00,14
2021-03-01 00:00:00,11
2021-05-01 00:00:00,23
2021-06-01 00:00:00,22
2021-08-01 00:00:00,15
2021-11-01 00:00:00,20
2021-12-01 00:00:00,19
2022-02-01 00:00:00,15
2022-03-01 00:00:00,19
2022-04-01 00:00:00,33
2022-05-01 00:00:00,11
2022-06-01 00:00:00,25
2022-07-01 00:00:00,33
2022-09-01 00:00:00,38
2022-10-01 00:00:00,32
2022-11-01 00:00:00,30
2022-12-01 00:00:00,38
