,MVT_GT_Louisville KY
2015-02-01 00:00:00,29
2015-03-01 00:00:00,28
2015-05-01 00:00:00,45
2016-03-01 00:00:00,18
2016-04-01 00:00:00,23
2016-05-01 00:00:00,37
2016-06-01 00:00:00,23
2016-08-01 00:00:00,43
2016-09-01 00:00:00,41
2016-10-01 00:00:00,48
2016-11-01 00:00:00,46
2017-03-01 00:00:00,16
2017-06-01 00:00:00,35
2017-07-01 00:00:00,22
2017-08-01 00:00:00,31
2017-09-01 00:00:00,57
2017-10-01 00:00:00,29
2017-11-01 00:00:00,55
2018-01-01 00:00:00,58
2018-02-01 00:00:00,14
2018-04-01 00:00:00,68
2018-05-01 00:00:00,25
2018-06-01 00:00:00,35
2018-08-01 00:00:00,13
2018-09-01 00:00:00,100
2018-11-01 00:00:00,63
2019-01-01 00:00:00,22
2019-02-01 00:00:00,18
2019-05-01 00:00:00,35
2019-06-01 00:00:00,17
2019-07-01 00:00:00,17
2019-08-01 00:00:00,67
2019-10-01 00:00:00,44
2019-11-01 00:00:00,13
2019-12-01 00:00:00,45
2020-01-01 00:00:00,30
2020-02-01 00:00:00,29
2020-03-01 00:00:00,40
2020-04-01 00:00:00,34
2020-05-01 00:00:00,18
2020-06-01 00:00:00,36
2020-07-01 00:00:00,18
2020-08-01 00:00:00,19
2020-09-01 00:00:00,30
2020-10-01 00:00:00,28
2020-11-01 00:00:00,22
2020-12-01 00:00:00,73
2021-01-01 00:00:00,52
2021-02-01 00:00:00,25
2021-03-01 00:00:00,34
2021-05-01 00:00:00,24
2021-07-01 00:00:00,17
2021-09-01 00:00:00,47
2021-11-01 00:00:00,32
2021-12-01 00:00:00,48
2022-01-01 00:00:00,68
2022-02-01 00:00:00,25
2022-03-01 00:00:00,23
2022-04-01 00:00:00,17
2022-05-01 00:00:00,21
2022-06-01 00:00:00,41
2022-07-01 00:00:00,40
2022-08-01 00:00:00,56
2022-09-01 00:00:00,23
2022-10-01 00:00:00,33
2022-11-01 00:00:00,22
2022-12-01 00:00:00,31
