,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,100
2015-02-01 00:00:00,27
2015-05-01 00:00:00,21
2015-06-01 00:00:00,21
2015-07-01 00:00:00,37
2015-09-01 00:00:00,53
2016-01-01 00:00:00,22
2016-07-01 00:00:00,37
2016-08-01 00:00:00,13
2016-10-01 00:00:00,16
2016-11-01 00:00:00,13
2017-03-01 00:00:00,11
2017-04-01 00:00:00,22
2017-08-01 00:00:00,48
2017-09-01 00:00:00,19
2017-10-01 00:00:00,37
2017-12-01 00:00:00,19
2018-02-01 00:00:00,19
2018-03-01 00:00:00,16
2018-05-01 00:00:00,51
2018-06-01 00:00:00,18
2018-07-01 00:00:00,13
2018-11-01 00:00:00,19
2019-02-01 00:00:00,29
2019-06-01 00:00:00,17
2019-07-01 00:00:00,12
2019-08-01 00:00:00,29
2019-09-01 00:00:00,9
2019-10-01 00:00:00,23
2019-12-01 00:00:00,11
2020-01-01 00:00:00,16
2020-03-01 00:00:00,20
2020-04-01 00:00:00,14
2020-05-01 00:00:00,14
2020-06-01 00:00:00,9
2020-08-01 00:00:00,11
2020-09-01 00:00:00,18
2020-12-01 00:00:00,15
2021-01-01 00:00:00,15
2021-02-01 00:00:00,14
2021-04-01 00:00:00,30
2021-05-01 00:00:00,10
2021-06-01 00:00:00,20
2021-07-01 00:00:00,34
2021-08-01 00:00:00,11
2021-09-01 00:00:00,18
2021-12-01 00:00:00,38
2022-01-01 00:00:00,12
2022-02-01 00:00:00,11
2022-03-01 00:00:00,7
2022-04-01 00:00:00,18
2022-05-01 00:00:00,37
2022-06-01 00:00:00,10
2022-07-01 00:00:00,10
2022-09-01 00:00:00,10
2022-12-01 00:00:00,28
