,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,42
2015-08-01 00:00:00,29
2015-09-01 00:00:00,32
2016-05-01 00:00:00,50
2016-07-01 00:00:00,23
2016-08-01 00:00:00,40
2016-10-01 00:00:00,22
2016-12-01 00:00:00,60
2017-01-01 00:00:00,62
2017-02-01 00:00:00,55
2017-05-01 00:00:00,33
2017-07-01 00:00:00,26
2017-08-01 00:00:00,22
2017-10-01 00:00:00,40
2017-11-01 00:00:00,35
2018-01-01 00:00:00,26
2018-02-01 00:00:00,47
2018-03-01 00:00:00,23
2018-04-01 00:00:00,39
2018-05-01 00:00:00,24
2018-06-01 00:00:00,36
2018-07-01 00:00:00,18
2018-08-01 00:00:00,27
2018-09-01 00:00:00,29
2018-10-01 00:00:00,18
2018-11-01 00:00:00,82
2018-12-01 00:00:00,44
2019-01-01 00:00:00,51
2019-02-01 00:00:00,49
2019-05-01 00:00:00,25
2019-06-01 00:00:00,26
2019-07-01 00:00:00,28
2019-08-01 00:00:00,27
2019-10-01 00:00:00,23
2019-12-01 00:00:00,23
2020-01-01 00:00:00,42
2020-02-01 00:00:00,29
2020-04-01 00:00:00,19
2020-05-01 00:00:00,23
2020-06-01 00:00:00,100
2020-08-01 00:00:00,31
2020-09-01 00:00:00,54
2020-10-01 00:00:00,28
2020-11-01 00:00:00,15
2020-12-01 00:00:00,18
2021-01-01 00:00:00,23
2021-02-01 00:00:00,30
2021-03-01 00:00:00,16
2021-05-01 00:00:00,35
2021-07-01 00:00:00,52
2021-09-01 00:00:00,24
2021-12-01 00:00:00,24
2022-01-01 00:00:00,22
2022-02-01 00:00:00,22
2022-03-01 00:00:00,24
2022-04-01 00:00:00,29
2022-05-01 00:00:00,47
2022-06-01 00:00:00,33
2022-07-01 00:00:00,16
2022-08-01 00:00:00,22
2022-09-01 00:00:00,39
2022-10-01 00:00:00,14
2022-12-01 00:00:00,43
