,MVT_GT_New Orleans LA
01/01/2015 00:00:00,47
04/01/2015 00:00:00,96
09/01/2015 00:00:00,72
11/01/2015 00:00:00,69
08/01/2016 00:00:00,77
10/01/2016 00:00:00,40
02/01/2017 00:00:00,54
05/01/2017 00:00:00,36
10/01/2017 00:00:00,79
12/01/2017 00:00:00,40
03/01/2018 00:00:00,39
08/01/2018 00:00:00,38
09/01/2018 00:00:00,61
11/01/2018 00:00:00,40
12/01/2018 00:00:00,71
01/01/2019 00:00:00,35
03/01/2019 00:00:00,47
05/01/2019 00:00:00,46
06/01/2019 00:00:00,71
11/01/2019 00:00:00,55
01/01/2020 00:00:00,100
03/01/2020 00:00:00,34
04/01/2020 00:00:00,62
05/01/2020 00:00:00,34
06/01/2020 00:00:00,30
07/01/2020 00:00:00,30
08/01/2020 00:00:00,41
09/01/2020 00:00:00,30
01/01/2021 00:00:00,32
04/01/2021 00:00:00,47
05/01/2021 00:00:00,36
11/01/2021 00:00:00,38
01/01/2022 00:00:00,55
02/01/2022 00:00:00,64
03/01/2022 00:00:00,42
07/01/2022 00:00:00,54
08/01/2022 00:00:00,32
10/01/2022 00:00:00,44
11/01/2022 00:00:00,45
12/01/2022 00:00:00,37
