,MVT_GT_New Orleans LA
01/01/2015 00:00:00,81
04/01/2016 00:00:00,43
07/01/2016 00:00:00,46
08/01/2016 00:00:00,62
12/01/2016 00:00:00,33
01/01/2017 00:00:00,30
02/01/2017 00:00:00,36
06/01/2017 00:00:00,42
07/01/2017 00:00:00,36
09/01/2017 00:00:00,61
10/01/2017 00:00:00,36
12/01/2017 00:00:00,44
01/01/2018 00:00:00,35
02/01/2018 00:00:00,38
03/01/2018 00:00:00,37
04/01/2018 00:00:00,33
08/01/2018 00:00:00,34
09/01/2018 00:00:00,100
11/01/2018 00:00:00,42
12/01/2018 00:00:00,55
05/01/2019 00:00:00,45
06/01/2019 00:00:00,53
07/01/2019 00:00:00,30
08/01/2019 00:00:00,30
12/01/2019 00:00:00,30
01/01/2020 00:00:00,45
04/01/2020 00:00:00,47
06/01/2020 00:00:00,28
07/01/2020 00:00:00,31
10/01/2020 00:00:00,57
11/01/2020 00:00:00,47
12/01/2020 00:00:00,34
01/01/2021 00:00:00,27
02/01/2021 00:00:00,53
03/01/2021 00:00:00,47
04/01/2021 00:00:00,32
05/01/2021 00:00:00,32
06/01/2021 00:00:00,32
09/01/2021 00:00:00,46
12/01/2021 00:00:00,42
01/01/2022 00:00:00,46
02/01/2022 00:00:00,41
03/01/2022 00:00:00,38
04/01/2022 00:00:00,34
07/01/2022 00:00:00,38
08/01/2022 00:00:00,32
09/01/2022 00:00:00,45
10/01/2022 00:00:00,38
11/01/2022 00:00:00,38
12/01/2022 00:00:00,46
