,MVT_GT_New Orleans LA
01/01/2015 00:00:00,76
08/01/2016 00:00:00,79
12/01/2016 00:00:00,43
02/01/2017 00:00:00,46
07/01/2017 00:00:00,60
10/01/2017 00:00:00,100
12/01/2017 00:00:00,40
02/01/2018 00:00:00,41
03/01/2018 00:00:00,50
04/01/2018 00:00:00,39
05/01/2018 00:00:00,40
08/01/2018 00:00:00,72
09/01/2018 00:00:00,43
12/01/2018 00:00:00,57
01/01/2019 00:00:00,37
03/01/2019 00:00:00,52
06/01/2019 00:00:00,55
07/01/2019 00:00:00,51
12/01/2019 00:00:00,38
01/01/2020 00:00:00,75
02/01/2020 00:00:00,50
04/01/2020 00:00:00,71
06/01/2020 00:00:00,45
07/01/2020 00:00:00,34
08/01/2020 00:00:00,52
09/01/2020 00:00:00,54
10/01/2020 00:00:00,40
11/01/2020 00:00:00,43
03/01/2021 00:00:00,69
04/01/2021 00:00:00,69
10/01/2021 00:00:00,38
12/01/2021 00:00:00,48
02/01/2022 00:00:00,77
03/01/2022 00:00:00,45
04/01/2022 00:00:00,89
05/01/2022 00:00:00,35
07/01/2022 00:00:00,70
08/01/2022 00:00:00,42
09/01/2022 00:00:00,48
11/01/2022 00:00:00,67
12/01/2022 00:00:00,63
