,MVT_GT_Memphis TN
2015-01-01 00:00:00,72
2015-04-01 00:00:00,49
2015-07-01 00:00:00,45
2015-08-01 00:00:00,100
2016-01-01 00:00:00,64
2016-03-01 00:00:00,60
2016-04-01 00:00:00,41
2016-05-01 00:00:00,49
2016-07-01 00:00:00,99
2016-08-01 00:00:00,31
2016-09-01 00:00:00,80
2016-11-01 00:00:00,48
2016-12-01 00:00:00,36
2017-01-01 00:00:00,77
2017-03-01 00:00:00,26
2017-05-01 00:00:00,78
2017-08-01 00:00:00,40
2017-09-01 00:00:00,20
2017-10-01 00:00:00,73
2017-11-01 00:00:00,56
2017-12-01 00:00:00,33
2018-01-01 00:00:00,88
2018-03-01 00:00:00,23
2018-04-01 00:00:00,66
2018-05-01 00:00:00,55
2018-06-01 00:00:00,27
2018-08-01 00:00:00,35
2018-09-01 00:00:00,72
2018-10-01 00:00:00,27
2018-11-01 00:00:00,40
2018-12-01 00:00:00,73
2019-02-01 00:00:00,38
2019-03-01 00:00:00,20
2019-06-01 00:00:00,30
2019-07-01 00:00:00,73
2019-08-01 00:00:00,50
2019-09-01 00:00:00,21
2019-10-01 00:00:00,53
2019-11-01 00:00:00,63
2019-12-01 00:00:00,24
2020-01-01 00:00:00,26
2020-03-01 00:00:00,17
2020-05-01 00:00:00,71
2020-06-01 00:00:00,49
2020-08-01 00:00:00,40
2020-09-01 00:00:00,63
2020-10-01 00:00:00,27
2020-11-01 00:00:00,51
2020-12-01 00:00:00,43
2021-01-01 00:00:00,35
2021-02-01 00:00:00,97
2021-04-01 00:00:00,20
2021-06-01 00:00:00,54
2021-07-01 00:00:00,57
2021-08-01 00:00:00,37
2021-09-01 00:00:00,42
2021-10-01 00:00:00,66
2021-12-01 00:00:00,59
2022-01-01 00:00:00,27
2022-02-01 00:00:00,55
2022-03-01 00:00:00,23
2022-04-01 00:00:00,40
2022-05-01 00:00:00,85
2022-06-01 00:00:00,56
2022-07-01 00:00:00,54
2022-08-01 00:00:00,75
2022-09-01 00:00:00,45
2022-10-01 00:00:00,67
2022-11-01 00:00:00,54
2022-12-01 00:00:00,83
