,MVT_GT_New Orleans LA
10/01/2015 00:00:00,100
03/01/2016 00:00:00,59
08/01/2016 00:00:00,67
01/01/2017 00:00:00,43
02/01/2017 00:00:00,52
04/01/2017 00:00:00,86
05/01/2017 00:00:00,43
06/01/2017 00:00:00,60
11/01/2017 00:00:00,59
12/01/2017 00:00:00,44
02/01/2018 00:00:00,57
03/01/2018 00:00:00,53
04/01/2018 00:00:00,39
07/01/2018 00:00:00,40
08/01/2018 00:00:00,53
09/01/2018 00:00:00,45
11/01/2018 00:00:00,65
12/01/2018 00:00:00,56
04/01/2019 00:00:00,43
05/01/2019 00:00:00,57
06/01/2019 00:00:00,61
07/01/2019 00:00:00,53
09/01/2019 00:00:00,46
01/01/2020 00:00:00,90
02/01/2020 00:00:00,47
04/01/2020 00:00:00,53
06/01/2020 00:00:00,38
07/01/2020 00:00:00,34
08/01/2020 00:00:00,32
09/01/2020 00:00:00,71
10/01/2020 00:00:00,36
01/01/2021 00:00:00,53
04/01/2021 00:00:00,43
01/01/2022 00:00:00,52
02/01/2022 00:00:00,53
03/01/2022 00:00:00,49
04/01/2022 00:00:00,74
05/01/2022 00:00:00,47
07/01/2022 00:00:00,64
09/01/2022 00:00:00,48
10/01/2022 00:00:00,45
11/01/2022 00:00:00,44
12/01/2022 00:00:00,87
