,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-02-01 00:00:00,64
2015-03-01 00:00:00,19
2015-04-01 00:00:00,22
2015-07-01 00:00:00,27
2015-09-01 00:00:00,18
2015-10-01 00:00:00,22
2015-11-01 00:00:00,26
2015-12-01 00:00:00,32
2016-02-01 00:00:00,50
2016-03-01 00:00:00,52
2016-04-01 00:00:00,39
2016-05-01 00:00:00,15
2016-06-01 00:00:00,17
2016-07-01 00:00:00,20
2016-09-01 00:00:00,28
2016-10-01 00:00:00,24
2016-11-01 00:00:00,29
2017-01-01 00:00:00,27
2017-03-01 00:00:00,39
2017-04-01 00:00:00,21
2017-05-01 00:00:00,33
2017-07-01 00:00:00,35
2017-08-01 00:00:00,27
2017-09-01 00:00:00,23
2017-10-01 00:00:00,22
2017-11-01 00:00:00,17
2017-12-01 00:00:00,32
2018-02-01 00:00:00,100
2018-03-01 00:00:00,39
2018-04-01 00:00:00,27
2018-05-01 00:00:00,21
2018-06-01 00:00:00,48
2018-08-01 00:00:00,11
2018-09-01 00:00:00,20
2018-10-01 00:00:00,35
2018-11-01 00:00:00,42
2019-01-01 00:00:00,23
2019-03-01 00:00:00,22
2019-04-01 00:00:00,59
2019-05-01 00:00:00,34
2019-06-01 00:00:00,34
2019-07-01 00:00:00,26
2019-08-01 00:00:00,30
2019-09-01 00:00:00,43
2019-10-01 00:00:00,11
2019-11-01 00:00:00,40
2019-12-01 00:00:00,33
2020-01-01 00:00:00,29
2020-02-01 00:00:00,35
2020-06-01 00:00:00,41
2020-07-01 00:00:00,29
2020-08-01 00:00:00,36
2020-10-01 00:00:00,35
2020-11-01 00:00:00,11
2020-12-01 00:00:00,14
2021-01-01 00:00:00,26
2021-02-01 00:00:00,50
2021-05-01 00:00:00,62
2021-06-01 00:00:00,16
2021-07-01 00:00:00,45
2021-08-01 00:00:00,36
2021-09-01 00:00:00,27
2021-11-01 00:00:00,52
2021-12-01 00:00:00,44
2022-01-01 00:00:00,31
2022-02-01 00:00:00,15
2022-03-01 00:00:00,12
2022-04-01 00:00:00,60
2022-05-01 00:00:00,31
2022-06-01 00:00:00,65
2022-07-01 00:00:00,60
2022-08-01 00:00:00,41
2022-10-01 00:00:00,34
2022-11-01 00:00:00,25
2022-12-01 00:00:00,51
