,MVT_GT_New Orleans LA
04/01/2015 00:00:00,56
07/01/2015 00:00:00,94
09/01/2015 00:00:00,75
08/01/2016 00:00:00,100
12/01/2016 00:00:00,58
02/01/2017 00:00:00,60
06/01/2017 00:00:00,40
08/01/2017 00:00:00,45
09/01/2017 00:00:00,41
10/01/2017 00:00:00,40
12/01/2017 00:00:00,41
02/01/2018 00:00:00,39
03/01/2018 00:00:00,34
04/01/2018 00:00:00,54
08/01/2018 00:00:00,47
11/01/2018 00:00:00,49
12/01/2018 00:00:00,53
01/01/2019 00:00:00,35
04/01/2019 00:00:00,68
05/01/2019 00:00:00,37
06/01/2019 00:00:00,61
07/01/2019 00:00:00,44
11/01/2019 00:00:00,38
12/01/2019 00:00:00,32
01/01/2020 00:00:00,75
02/01/2020 00:00:00,39
04/01/2020 00:00:00,65
05/01/2020 00:00:00,43
07/01/2020 00:00:00,33
08/01/2020 00:00:00,45
09/01/2020 00:00:00,37
10/01/2020 00:00:00,33
12/01/2020 00:00:00,40
01/01/2021 00:00:00,32
03/01/2021 00:00:00,33
04/01/2021 00:00:00,51
06/01/2021 00:00:00,37
11/01/2021 00:00:00,51
12/01/2021 00:00:00,39
02/01/2022 00:00:00,49
03/01/2022 00:00:00,46
04/01/2022 00:00:00,66
05/01/2022 00:00:00,33
06/01/2022 00:00:00,44
07/01/2022 00:00:00,68
08/01/2022 00:00:00,38
09/01/2022 00:00:00,39
10/01/2022 00:00:00,43
11/01/2022 00:00:00,47
12/01/2022 00:00:00,39
