,MVT_GT_Cincinnati OH
03/01/2016 00:00:00,75
05/01/2016 00:00:00,56
06/01/2016 00:00:00,76
07/01/2016 00:00:00,38
08/01/2016 00:00:00,43
10/01/2016 00:00:00,55
11/01/2016 00:00:00,43
01/01/2017 00:00:00,63
02/01/2017 00:00:00,40
03/01/2017 00:00:00,55
05/01/2017 00:00:00,35
08/01/2017 00:00:00,38
11/01/2017 00:00:00,32
12/01/2017 00:00:00,59
02/01/2018 00:00:00,35
03/01/2018 00:00:00,37
08/01/2018 00:00:00,57
10/01/2018 00:00:00,46
02/01/2019 00:00:00,61
07/01/2019 00:00:00,49
08/01/2019 00:00:00,42
10/01/2019 00:00:00,52
11/01/2019 00:00:00,41
12/01/2019 00:00:00,33
01/01/2020 00:00:00,40
02/01/2020 00:00:00,32
03/01/2020 00:00:00,35
07/01/2020 00:00:00,29
08/01/2020 00:00:00,46
09/01/2020 00:00:00,32
12/01/2020 00:00:00,38
01/01/2021 00:00:00,38
02/01/2021 00:00:00,39
03/01/2021 00:00:00,44
05/01/2021 00:00:00,44
06/01/2021 00:00:00,68
07/01/2021 00:00:00,46
10/01/2021 00:00:00,83
11/01/2021 00:00:00,34
01/01/2022 00:00:00,54
02/01/2022 00:00:00,33
03/01/2022 00:00:00,62
04/01/2022 00:00:00,100
06/01/2022 00:00:00,40
07/01/2022 00:00:00,80
08/01/2022 00:00:00,74
09/01/2022 00:00:00,75
10/01/2022 00:00:00,66
11/01/2022 00:00:00,36
12/01/2022 00:00:00,84
