,MVT_GT_Tucson AZ
2015-03-01 00:00:00,31
2015-07-01 00:00:00,32
2015-08-01 00:00:00,36
2015-09-01 00:00:00,66
2015-12-01 00:00:00,90
2016-01-01 00:00:00,82
2016-02-01 00:00:00,76
2016-03-01 00:00:00,21
2016-05-01 00:00:00,31
2016-06-01 00:00:00,30
2016-07-01 00:00:00,26
2016-08-01 00:00:00,37
2016-09-01 00:00:00,42
2016-12-01 00:00:00,100
2017-01-01 00:00:00,38
2017-02-01 00:00:00,32
2017-03-01 00:00:00,17
2017-04-01 00:00:00,58
2017-05-01 00:00:00,31
2017-06-01 00:00:00,41
2017-07-01 00:00:00,63
2017-08-01 00:00:00,25
2017-10-01 00:00:00,37
2017-11-01 00:00:00,48
2017-12-01 00:00:00,23
2018-03-01 00:00:00,52
2018-04-01 00:00:00,40
2018-06-01 00:00:00,72
2018-08-01 00:00:00,38
2018-12-01 00:00:00,56
2019-01-01 00:00:00,52
2019-03-01 00:00:00,56
2019-04-01 00:00:00,26
2019-05-01 00:00:00,28
2019-06-01 00:00:00,52
2019-07-01 00:00:00,22
2019-08-01 00:00:00,66
2019-09-01 00:00:00,20
2019-10-01 00:00:00,34
2019-11-01 00:00:00,20
2020-01-01 00:00:00,36
2020-02-01 00:00:00,16
2020-05-01 00:00:00,41
2020-06-01 00:00:00,22
2020-08-01 00:00:00,36
2020-09-01 00:00:00,30
2020-10-01 00:00:00,27
2020-11-01 00:00:00,48
2021-01-01 00:00:00,22
2021-02-01 00:00:00,17
2021-03-01 00:00:00,15
2021-04-01 00:00:00,55
2021-05-01 00:00:00,19
2021-06-01 00:00:00,17
2021-09-01 00:00:00,44
2021-10-01 00:00:00,26
2021-11-01 00:00:00,41
2021-12-01 00:00:00,43
2022-01-01 00:00:00,41
2022-03-01 00:00:00,58
2022-04-01 00:00:00,64
2022-05-01 00:00:00,25
2022-06-01 00:00:00,35
2022-07-01 00:00:00,24
2022-08-01 00:00:00,28
2022-09-01 00:00:00,47
2022-10-01 00:00:00,19
2022-11-01 00:00:00,14
