,MVT_GT_Bakersfield CA
2015-03-01 00:00:00,37
2015-06-01 00:00:00,38
2015-07-01 00:00:00,100
2015-08-01 00:00:00,39
2015-09-01 00:00:00,37
2015-11-01 00:00:00,37
2016-05-01 00:00:00,12
2016-06-01 00:00:00,12
2016-07-01 00:00:00,45
2016-09-01 00:00:00,48
2016-10-01 00:00:00,15
2016-11-01 00:00:00,21
2016-12-01 00:00:00,46
2017-01-01 00:00:00,14
2017-03-01 00:00:00,17
2017-05-01 00:00:00,27
2017-07-01 00:00:00,28
2017-08-01 00:00:00,24
2017-09-01 00:00:00,15
2017-10-01 00:00:00,17
2017-12-01 00:00:00,23
2018-02-01 00:00:00,24
2018-04-01 00:00:00,13
2018-05-01 00:00:00,36
2018-06-01 00:00:00,27
2018-08-01 00:00:00,17
2018-11-01 00:00:00,24
2019-01-01 00:00:00,15
2019-02-01 00:00:00,31
2019-07-01 00:00:00,23
2019-10-01 00:00:00,26
2020-01-01 00:00:00,15
2020-04-01 00:00:00,13
2020-05-01 00:00:00,20
2020-09-01 00:00:00,19
2020-11-01 00:00:00,14
2020-12-01 00:00:00,16
2021-03-01 00:00:00,10
2021-05-01 00:00:00,13
2021-06-01 00:00:00,24
2021-07-01 00:00:00,20
2021-08-01 00:00:00,13
2021-10-01 00:00:00,10
2021-11-01 00:00:00,22
2021-12-01 00:00:00,11
2022-04-01 00:00:00,16
2022-07-01 00:00:00,9
2022-08-01 00:00:00,26
2022-11-01 00:00:00,7
2022-12-01 00:00:00,24
